gene_id	gene_pos_hg19	locus_rank	locus_pvalue	locus_pos_hg19	SZ_GWAS_prev	locus_genes	OMIM	SZ_GWAS_prev_study	KO_phenotype	ensembl_gene_id	hgnc_id	gene_symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit.trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	download_url	download_date	mult_matches
ENSG00000204962.4	chr5:140023664-140222664	108	4.85e-8	chr5:140023664-140222664	N	AC005609.1;CD14;DND1;HARS;HARS2;IK;NDUFA2;PCDHA1;PCDHA10;PCDHA2;PCDHA3;PCDHA4;PCDHA5;PCDHA6;PCDHA7;PCDHA8;PCDHA9;TMCO6;WDR55;ZMAT2	HARS Usher syndrome type 3B; HARS2 Perrault syndrome 2; NDUFA2 Leigh syndrome due to mitochondrial complex I deficiency	NA	NA	ENSG00000204962	HGNC:8674	PCDHA8	protocadherin alpha 8	other	complex locus constituent	Approved	5q31.3	05q31.3	NA	KIAA0345-like 6	NA	NA	Clustered protocadherins	20	2000-06-28	NA	NA	2016-10-24	56140	OTTHUMG00000163354	uc003lhs.2	AF152486	NM_018911	CCDS54919	Q9Y5H6	10380929	NA	RGD:620338	NA	PCDHA8	606314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000249484.4	chr5:151941104-152797656	41	1.06e-10	chr5:151941104-152797656	Y	GRIA1	NA	SCZ pmid = 23974872	NA	ENSG00000249484	HGNC:51105	LINC01470	long intergenic non-protein coding RNA 1470	non-coding RNA	RNA, long non-coding	Approved	5q33.1	05q33.1	NA	NA	NA	NA	NA	NA	2014-07-29	NA	NA	2014-07-29	101927134	OTTHUMG00000163486	NA	NA	NR_109877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	URS0000759AB0	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000164574.11	chr5:153671057-153688217	96	3.15e-8	chr5:153671057-153688217	N	GALNT10	NA	NA	NA	ENSG00000164574	HGNC:19873	GALNT10	polypeptide N-acetylgalactosaminyltransferase 10	protein-coding gene	gene with protein product	Approved	5q33.2	05q33.2	GalNAc-T10	polypeptide GalNAc transferase 10	NA	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 10 (GalNAc-T10)	Polypeptide N-acetylgalactosaminyltransferases	433	2002-11-28	NA	2014-03-13	2016-10-05	55568	OTTHUMG00000130145	uc003lvh.4	AK023782	NM_198321	CCDS4325	Q86SR1	12417297	MGI:1890480	RGD:69409	NA	GALNT10	608043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.4.1.41	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000235109.3	chr6:28303247-28712247	1	3.48e-31	chr6:28303247-28712247	Y	(locus too broad)	NA	SCZ pmid=19571808/19571809/ 19571811	NA	ENSG00000235109	HGNC:14097	ZSCAN31	zinc finger and SCAN domain containing 31	protein-coding gene	gene with protein product	Approved	6p22.1	06p22.1	NA	NA	ZNF310P|ZNF323	zinc finger protein 310 pseudogene|zinc finger protein 323	Zinc fingers C2H2-type|SCAN domain containing	28|42	2000-12-11	2013-01-08	2013-01-08	2016-10-05	64288	OTTHUMG00000014518	uc010jra.4	NA	NM_030899	CCDS4649|CCDS59001	Q96LW9	NA	NA	NA	NA	NA	610794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	432	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000189298.9	chr6:28303247-28712247	1	3.48e-31	chr6:28303247-28712247	Y	(locus too broad)	NA	SCZ pmid=19571808/19571809/ 19571811	NA	ENSG00000189298	HGNC:13853	ZKSCAN3	zinc finger with KRAB and SCAN domains 3	protein-coding gene	gene with protein product	Approved	6p22.1	06p22.1	Zfp47|ZF47|ZSCAN35	NA	ZNF306|ZNF309	zinc finger protein 306|zinc finger protein 309	Zinc fingers C2H2-type|SCAN domain containing	28|42	2001-09-20	2007-02-20	2007-02-20	2016-11-09	80317	OTTHUMG00000014521	uc003nle.4	U71601	NM_024493	CCDS4650|CCDS56408	Q9BRR0	10520746|22531714	MGI:1919989	RGD:1305753	NA	ZKSCAN3	612791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	433	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000158691.10	chr6:28303247-28712247	1	3.48e-31	chr6:28303247-28712247	Y	(locus too broad)	NA	SCZ pmid=19571808/19571809/ 19571811	NA	ENSG00000158691	HGNC:13172	ZSCAN12	zinc finger and SCAN domain containing 12	protein-coding gene	gene with protein product	Approved	6p22.1	06p22.1	KIAA0426|ZNF29K1|ZFP96|dJ29K1.2	NA	ZNF305|ZNF96	zinc finger protein 305|zinc finger protein 96	Zinc fingers C2H2-type|SCAN domain containing	28|42	2005-06-02	2007-02-20	2007-02-20	2016-10-05	9753	OTTHUMG00000014522	uc063mll.1	AB007886	NM_014724	NA	O43309	9244436	MGI:1099444	RGD:628738	NA	ZSCAN12	603978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	434	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000251877.1	chr6:28303247-28712247	1	3.48e-31	chr6:28303247-28712247	Y	(locus too broad)	NA	SCZ pmid=19571808/19571809/ 19571811	NA	ENSG00000251877	HGNC:48538	RNU2-45P	RNA, U2 small nuclear 45, pseudogene	pseudogene	pseudogene	Approved	6p22.1	06p22.1	NA	NA	NA	NA	NA	NA	2013-05-16	NA	NA	2013-05-16	106480217	NA	NA	NA	NG_043637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000187987.5	chr6:28303247-28712247	1	3.48e-31	chr6:28303247-28712247	Y	(locus too broad)	NA	SCZ pmid=19571808/19571809/ 19571811	NA	ENSG00000187987	HGNC:21193	ZSCAN23	zinc finger and SCAN domain containing 23	protein-coding gene	gene with protein product	Approved	6p22.1	06p22.1	dJ29K1.3.1	NA	ZNF453|ZNF390	zinc finger protein 453|zinc finger protein 390	Zinc fingers C2H2-type|SCAN domain containing	28|42	2003-05-27	2007-02-20	2007-02-20	2018-11-23	222696	OTTHUMG00000016346	uc003nli.5	AK092117	NM_001012455	CCDS47393	Q3MJ62	NA	NA	NA	NA	ZSCAN23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1024	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000231162.3	chr6:28303247-28712247	1	3.48e-31	chr6:28303247-28712247	Y	(locus too broad)	NA	SCZ pmid=19571808/19571809/ 19571811	NA	ENSG00000231162	HGNC:2262	COX11P1	COX11, cytochrome c oxidase copper chaperone pseudogene 1	pseudogene	pseudogene	Approved	6p22.1	06p22.1	NA	NA	COX11P	COX11 homolog, cytochrome c oxidase assembly protein (yeast) pseudogene|COX11 pseudogene 1	NA	NA	1998-07-03	2010-03-02	2016-07-01	2016-07-01	140468	OTTHUMG00000014524	NA	AF044322	NG_007347	NA	NA	9878253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000301717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000219262.1	chr6:28303247-28712247	1	3.48e-31	chr6:28303247-28712247	Y	(locus too broad)	NA	SCZ pmid=19571808/19571809/ 19571811	NA	ENSG00000219262	HGNC:15507	OR2E1P	olfactory receptor family 2 subfamily E member 1 pseudogene	pseudogene	pseudogene	Approved	6p22.1	06p22.1	hs6M1-9|hs6M1-9p|HS29K1|HSNH0569I24	NA	OR2E1|OR2E2	olfactory receptor, family 2, subfamily E, member 1 pseudogene	Olfactory receptors, family 2	149	2001-04-06	NA	2015-12-09	2017-10-30	26719	OTTHUMG00000014523	NA	AC005678	NG_004088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000301291	OR2E1P	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000198704.5	chr6:28303247-28712247	1	3.48e-31	chr6:28303247-28712247	Y	(locus too broad)	NA	SCZ pmid=19571808/19571809/ 19571811	NA	ENSG00000198704	HGNC:4558	GPX6	glutathione peroxidase 6	protein-coding gene	gene with protein product	Approved	6p22.1	06p22.1	NA	NA	GPXP3	glutathione peroxidase pseudogene 3|glutathione peroxidase 6 (olfactory)	Selenoproteins	890	1994-11-23	NA	2015-02-23	2015-09-11	257202	OTTHUMG00000044828	uc021yrx.1	NA	NM_182701	CCDS43432	P59796	NA	MGI:1922762	RGD:628789	NA	GPX6	607913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.11.1.9	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000224586.2	chr6:28303247-28712247	1	3.48e-31	chr6:28303247-28712247	Y	(locus too broad)	NA	SCZ pmid=19571808/19571809/ 19571811	NA	ENSG00000224586	HGNC:4557	GPX5	glutathione peroxidase 5	protein-coding gene	gene with protein product	Approved	6p22.1	06p22.1	NA	epididymal androgen-related protein	NA	NA	NA	NA	1994-11-23	NA	2014-09-29	2015-09-11	2880	OTTHUMG00000016307	uc003nll.3	AJ005277	NM_001509	CCDS4652|CCDS4653	O75715	9639555	MGI:104886	RGD:69227	NA	GPX5	603435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.11.1.9	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000232040.2	chr6:28303247-28712247	1	3.48e-31	chr6:28303247-28712247	Y	(locus too broad)	NA	SCZ pmid=19571808/19571809/ 19571811	NA	ENSG00000232040	HGNC:13851	ZBED9	zinc finger BED-type containing 9	protein-coding gene	gene with protein product	Approved	6p22.1	06p22.1	ZFP38-L|KIAA1925|FLJ31087|Buster4	NA	ZNF305P2|ZNF452|SCAND3	zinc finger protein 305 pseudogene 2|zinc finger protein 452|SCAN domain containing 3	SCAN domain containing	42	2003-05-20	2014-05-12	2016-02-12	2016-10-05	114821	OTTHUMG00000016237	NA	AB067512	NM_052923	CCDS34355|CCDS87376	Q6R2W3	23533661|23550032	NA	NA	NA	NA	615254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1138	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000246350.1	chr6:28303247-28712247	1	3.48e-31	chr6:28303247-28712247	Y	(locus too broad)	NA	SCZ pmid=19571808/19571809/ 19571811	NA	ENSG00000246350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000271440.1	chr6:28303247-28712247	1	3.48e-31	chr6:28303247-28712247	Y	(locus too broad)	NA	SCZ pmid=19571808/19571809/ 19571811	NA	ENSG00000271440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000272278.1	chr6:28303247-28712247	1	3.48e-31	chr6:28303247-28712247	Y	(locus too broad)	NA	SCZ pmid=19571808/19571809/ 19571811	NA	ENSG00000272278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000235570.1	chr6:28303247-28712247	1	3.48e-31	chr6:28303247-28712247	Y	(locus too broad)	NA	SCZ pmid=19571808/19571809/ 19571811	NA	ENSG00000235570	HGNC:18690	LINC00533	long intergenic non-protein coding RNA 533	non-coding RNA	RNA, long non-coding	Approved	6p22.1	06p22.1	bA373N24.1|C6orf39	NA	C6orf38	chromosome 6 open reading frame 38	NA	NA	2003-11-26	2011-12-13	2011-12-13	2016-10-05	387055	OTTHUMG00000016245	uc063mlx.1	AA913908|AI688709	NR_135285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	URS0000A7700A	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000237425.1	chr6:28303247-28712247	1	3.48e-31	chr6:28303247-28712247	Y	(locus too broad)	NA	SCZ pmid=19571808/19571809/ 19571811	NA	ENSG00000237425	HGNC:18771	RPSAP2	ribosomal protein SA pseudogene 2	pseudogene	pseudogene	Approved	6p22.1	06p22.1	bA60E24.1	NA	LAMR1P2	laminin receptor 1 pseudogene 2	NA	NA	2009-03-01	2006-01-16	2006-01-16	2015-08-24	442181	OTTHUMG00000147353	NA	NA	NG_009790	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000301718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000065609.10	chr6:84279922-84407274	49	8.15e-10	chr6:84279922-84407274	N	SNAP91	NA	NA	NA	ENSG00000065609	HGNC:14986	SNAP91	synaptosome associated protein 91	protein-coding gene	gene with protein product	Approved	6q14.2	06q14.2	KIAA0656|AP180|CALM	NA	NA	synaptosomal-associated protein, 91 kDa (mouse) homolog	NA	NA	2001-03-27	NA	2016-06-01	2016-10-05	9892	OTTHUMG00000015114	uc063puv.1	AB014556	NM_001242792	CCDS47455|CCDS56437|CCDS56438|CCDS87418	O60641	9734811|12493563|10436022	MGI:109132	RGD:69276	NA	SNAP91	607923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000002822.11	chr7:1896096-2190096	7	8.2e-15	chr7:1896096-2190096	Y	MAD1L1	MAD1L1 Lymphoma, somatic; MAD1L1 Prostate cancer, somatic	SCZ p=2E-9 pmid=22688191	NA	ENSG00000002822	HGNC:6762	MAD1L1	mitotic arrest deficient 1 like 1	protein-coding gene	gene with protein product	Approved	7p22.3	07p22.3	HsMAD1|TXBP181|MAD1|PIG9|TP53I9	NA	NA	MAD1 (mitotic arrest deficient, yeast, homolog)-like 1|MAD1 mitotic arrest deficient-like 1 (yeast)|MAD1 mitotic arrest deficient like 1	NA	NA	1998-09-07	NA	2017-09-12	2017-09-12	8379	OTTHUMG00000151493	uc003slg.2	U33822	NM_003550	CCDS43539|CCDS78201	Q9Y6D9	10049595|9546394	MGI:1341857	RGD:1596881	NA	MAD1L1	602686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000105926.11	chr7:24619494-24832094	93	2.85e-8	chr7:24619494-24832094	N	DFNA5;MPP6;OSBPL3	DFNA5 Deafness, autosomal dominant 5	NA	Dfna5 nervous	ENSG00000105926	HGNC:18167	MPP6	membrane palmitoylated protein 6	protein-coding gene	gene with protein product	Approved	7p15.3	07p15.3	PALS2|VAM-1|p55T	NA	NA	membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6)|membrane protein, palmitoylated 6	Membrane associated guanylate kinases|PDZ domain containing	904|1220	2002-05-23	NA	2016-04-01	2016-10-05	51678	OTTHUMG00000023507	uc003swy.4	AF162130	NM_001303037	CCDS5388	Q9NZW5	10753959|11311936	MGI:1927340	RGD:1311833	NA	MPP6	606959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000271096.1	chr7:24619494-24832094	93	2.85e-8	chr7:24619494-24832094	N	DFNA5;MPP6;OSBPL3	DFNA5 Deafness, autosomal dominant 5	NA	Dfna5 nervous	ENSG00000271096	HGNC:49352	SUMO2P14	SUMO2 pseudogene 14	pseudogene	pseudogene	Approved	7p15.3	07p15.3	NA	NA	NA	NA	NA	NA	2013-10-18	NA	NA	2013-10-18	106480264	OTTHUMG00000184657	NA	NA	NG_045115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000232619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000271330.1	chr7:24619494-24832094	93	2.85e-8	chr7:24619494-24832094	N	DFNA5;MPP6;OSBPL3	DFNA5 Deafness, autosomal dominant 5	NA	Dfna5 nervous	ENSG00000271330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000105928.9	chr7:24619494-24832094	93	2.85e-8	chr7:24619494-24832094	N	DFNA5;MPP6;OSBPL3	DFNA5 Deafness, autosomal dominant 5	NA	Dfna5 nervous	ENSG00000105928	HGNC:2810	GSDME	gasdermin E	protein-coding gene	gene with protein product	Approved	7p15.3	07p15.3	ICERE-1	inversely correlated with estrogen receptor expression	DFNA5	deafness, autosomal dominant 5|DFNA5, deafness associated tumor suppressor	Deafness associated genes|Gasdermins	1152|1529	1995-09-11	2017-08-18	2017-08-18	2017-08-18	1687	OTTHUMG00000023237	uc003sxa.2	AF007790	NM_004403	CCDS5389|CCDS47563	O60443	8589696|9450185|26236191	MGI:1889850	RGD:727871	Hereditary Hearing Loss Homepage|http://hereditaryhearingloss.org	NA	608798	NA	NA	NA	NA	121056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000198822.6	chr7:86403226-86459326	44	3.33e-10	chr7:86403226-86459326	N	GRM3	NA	NA	Grm3 behavioral neurological	ENSG00000198822	HGNC:4595	GRM3	glutamate metabotropic receptor 3	protein-coding gene	gene with protein product	Approved	7q21.11-q21.12	07q21.11-q21.12	GPRC1C|mGlu3|MGLUR3	NA	NA	glutamate receptor, metabotropic 3	Glutamate metabotropic receptors	281	1993-10-21	NA	2016-04-06	2018-02-13	2913	OTTHUMG00000022884	uc003uid.4	NA	NM_000840	CCDS5600|CCDS87515	Q14832	8824806	MGI:1351340	RGD:2744	NA	GRM3	601115	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:291	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000231255.1	chr7:86403226-86459326	44	3.33e-10	chr7:86403226-86459326	N	GRM3	NA	NA	Grm3 behavioral neurological	ENSG00000231255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000233073.1	chr7:86403226-86459326	44	3.33e-10	chr7:86403226-86459326	N	GRM3	NA	NA	Grm3 behavioral neurological	ENSG00000233073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000237513.1	chr7:104598064-105063064	52	1.13e-9	chr7:104598064-105063064	N	MLL5;PUS7;SRPK2	NA	NA	NA	ENSG00000237513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000228393.3	chr7:104598064-105063064	52	1.13e-9	chr7:104598064-105063064	N	MLL5;PUS7;SRPK2	NA	NA	NA	ENSG00000228393	HGNC:48961	LINC01004	long intergenic non-protein coding RNA 1004	non-coding RNA	RNA, long non-coding	Approved	7q22.3	07q22.3	NA	NA	NA	NA	NA	NA	2013-07-23	NA	NA	2013-07-23	100216546	OTTHUMG00000157278	NA	NA	NR_039981	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	URS0000759B65	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000251911.1	chr7:104598064-105063064	52	1.13e-9	chr7:104598064-105063064	N	MLL5;PUS7;SRPK2	NA	NA	NA	ENSG00000251911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000239569.2	chr7:104598064-105063064	52	1.13e-9	chr7:104598064-105063064	N	MLL5;PUS7;SRPK2	NA	NA	NA	ENSG00000239569	HGNC:40845	KMT2E-AS1	KMT2E antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	7q22.3	07q22.3	LOC100216545	NA	NA	KMT2E antisense RNA 1 (head to head)	NA	NA	2013-07-23	NA	2018-03-23	2018-03-23	100216545	OTTHUMG00000157280	NA	NA	NR_024586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	URS000075E1F2	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000005483.15	chr7:104598064-105063064	52	1.13e-9	chr7:104598064-105063064	N	MLL5;PUS7;SRPK2	NA	NA	NA	ENSG00000005483	HGNC:18541	KMT2E	lysine methyltransferase 2E	protein-coding gene	gene with protein product	Approved	7q22.3	07q22.3	HDCMC04P	NA	MLL5	myeloid/lymphoid or mixed-lineage leukemia 5 (trithorax homolog, Drosophila)|lysine (K)-specific methyltransferase 2E	PHD finger proteins|Lysine methyltransferases|SET domain containing	88|487|1399	2002-06-07	2013-05-09	2016-02-12	2016-10-05	55904	OTTHUMG00000157403	NA	AF067804	NM_018682	CCDS34723	Q8IZD2	9218106|7672722	MGI:1924825	RGD:1309641	NA	NA	608444	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:2692	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000272918.1	chr7:104598064-105063064	52	1.13e-9	chr7:104598064-105063064	N	MLL5;PUS7;SRPK2	NA	NA	NA	ENSG00000272918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000135250.12	chr7:104598064-105063064	52	1.13e-9	chr7:104598064-105063064	N	MLL5;PUS7;SRPK2	NA	NA	NA	ENSG00000135250	HGNC:11306	SRPK2	SRSF protein kinase 2	protein-coding gene	gene with protein product	Approved	7q22.3	07q22.3	SFRSK2	SR protein kinase 2|serine/arginine-rich splicing factor kinase 2	NA	SFRS protein kinase 2	NA	NA	1998-03-02	NA	2010-06-23	2016-10-05	6733	OTTHUMG00000157405	uc003vcu.5	U88666	NM_182691	CCDS5735|CCDS34724	P78362	8208298|9472028	MGI:1201408	RGD:1305107	NA	SRPK2	602980	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:2209	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000270764.1	chr7:104598064-105063064	52	1.13e-9	chr7:104598064-105063064	N	MLL5;PUS7;SRPK2	NA	NA	NA	ENSG00000270764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000271482.1	chr7:104598064-105063064	52	1.13e-9	chr7:104598064-105063064	N	MLL5;PUS7;SRPK2	NA	NA	NA	ENSG00000271482	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
