gene_symbol	gene_symbol_original	gene_symbol_corrected_reason	mult_matches	SCZ_p	SCZ_q	BPD_p	BPD_q	Vagas_PGC_SCZ_p	Vagas_PGC_BPD_p	t_product_q	hgnc_id	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit.trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	download_url	download_date
H2AFJ	H2AFJ	ok	NO	0.00393	0.151	4.59e-5	0.0522	0.293	0.874	0	HGNC:14456	H2A histone family member J	protein-coding gene	gene with protein product	Approved	12p12.3	12p12.3	FLJ10903|MGC921	NA	NA	H2A histone family, member J	Histones	864	2001-04-27	NA	2015-11-18	2018-05-16	55766	ENSG00000246705	OTTHUMG00000168736	uc009zia.4	AK001765	NM_177925	CCDS31752	Q9BTM1	28489069	MGI:3606192	RGD:1592176	NA	H2AFJ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
C3orf14	C3orf14	ok	NO	0.0116	0.206	1.2e-4	0.0522	0.0337	0.0687	0	HGNC:25024	chromosome 3 open reading frame 14	protein-coding gene	gene with protein product	Approved	3p14.2	03p14.2	HT021	NA	NA	NA	NA	NA	2004-07-12	NA	NA	2018-11-12	57415	ENSG00000114405	OTTHUMG00000158704	uc010hnq.4	AF236158	NM_020685	CCDS2896	Q9HBI5	21156036	MGI:1917937	RGD:1306063	NA	C3orf14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
SORCS2	SORCS2	ok	NO	3.35e-4	0.0924	0.00629	0.156	0.636	0.531	0	HGNC:16698	sortilin related VPS10 domain containing receptor 2	protein-coding gene	gene with protein product	Approved	4p16.1	04p16.1	KIAA1329	NA	NA	sortilin-related VPS10 domain containing receptor 2	NA	NA	2004-04-20	NA	2016-02-01	2016-02-01	57537	ENSG00000184985	OTTHUMG00000159981	uc003gkb.5	AB037750	NM_020777	CCDS47008	Q96PQ0	11499680	MGI:1932289	RGD:1310621	NA	SORCS2	606284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
SEMA6A	SEMA6A	ok	NO	2.24e-5	0.0404	0.00625	0.155	0.193	0.755	0	HGNC:10738	semaphorin 6A	protein-coding gene	gene with protein product	Approved	5q23.1	05q23.1	KIAA1368|SEMA6A1|SEMA|HT018	sema VIa	SEMAQ	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A	Semaphorins	736	1999-06-25	NA	2016-01-14	2016-01-14	57556	ENSG00000092421	OTTHUMG00000162987	uc010jck.4	AB037789	NM_020796	CCDS47256|CCDS75288	Q9H2E6	9204478|10993894	MGI:1203727	RGD:1305493	NA	SEMA6A	605885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
NAPB	NAPB	ok	NO	0.00104	0.118	0.0024	0.125	0.877	0.736	0	HGNC:15751	NSF attachment protein beta	protein-coding gene	gene with protein product	Approved	20p11.21	20p11.21	SNAP-BETA|SNAPB	beta soluble NSF attachment protein	NA	N-ethylmaleimide-sensitive factor attachment protein, beta	NA	NA	2001-05-30	NA	2015-12-16	2016-10-05	63908	ENSG00000125814	OTTHUMG00000032062	uc002wta.4	AK022817	NM_022080	CCDS13152|CCDS63241|CCDS63242|CCDS74710	Q9H115	8455721	MGI:104562	RGD:1589649	NA	NAPB	611270	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
ADIPOR2	ADIPOR2	ok	NO	2.59e-5	0.0415	0.0153	0.196	2.81e-4	0.834	0	HGNC:24041	adiponectin receptor 2	protein-coding gene	gene with protein product	Approved	12p13.33	12p13.33	PAQR2|ACDCR2	NA	NA	NA	Adiponectin receptors|Progestin and adipoQ receptor family	293|930	2004-06-23	NA	NA	2018-05-03	79602	ENSG00000006831	OTTHUMG00000130139	uc001qjm.4	AY424280	NM_024551	CCDS8511	Q86V24	12802337	MGI:93830	RGD:1307891	NA	ADIPOR2	607946	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:650	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
IQCA1	IQCA1	ok	NO	0.00102	0.118	0.00135	0.109	0.723	0.939	0	HGNC:26195	IQ motif containing with AAA domain 1	protein-coding gene	gene with protein product	Approved	2q37.2-q37.3	02q37.2-q37.3	FLJ22527|DRC11	dynein regulatory complex subunit 11	IQCA	IQ motif containing with AAA domain	AAA ATPases|Dynein regulatory complex	413|981	2004-09-01	2008-07-02	2008-07-02	2018-02-13	79781	ENSG00000132321	OTTHUMG00000153058	uc002vvz.3	AK026180	NM_024726	CCDS46549|CCDS59441|CCDS74677	Q86XH1	23427265	MGI:1922168	RGD:1305311	NA	IQCA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
SCD5	SCD5	ok	NO	1.05e-5	0.0304	0.0048	0.146	0.664	0.901	0	HGNC:21088	stearoyl-CoA desaturase 5	protein-coding gene	gene with protein product	Approved	4q21.22	04q21.22	ACOD4|FLJ21032|FADS4|HSCD5	NA	SCD4	stearoyl-CoA desaturase 4	Fatty acid desaturases	553	2003-05-16	2005-06-09	2005-06-09	2016-10-05	79966	ENSG00000145284	OTTHUMG00000130293	uc003hna.3	AF389338	NM_024906	CCDS3595|CCDS34024	Q86SK9	12477932	NA	NA	NA	SCD5	608370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
ARHGAP19	ARHGAP19	ok	NO	7.2e-4	0.0991	0.0034	0.137	0.163	0.14	0	HGNC:23724	Rho GTPase activating protein 19	protein-coding gene	gene with protein product	Approved	10q24.1	10q24.1	FLJ00194|MGC14258	NA	NA	NA	Rho GTPase activating proteins	721	2003-12-05	NA	NA	2016-10-05	84986	ENSG00000213390	OTTHUMG00000018845	uc001knb.4	AK074122	NM_032900	CCDS7454|CCDS58092|CCDS73175	Q14CB8	NA	MGI:1918335	RGD:1593044	NA	ARHGAP19	611587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
ALKBH8	ALKBH8	ok	NO	0.0102	0.2	1.14e-4	0.0522	0.345	0.64	0	HGNC:25189	alkB homolog 8, tRNA methyltransferase	protein-coding gene	gene with protein product	Approved	11q22.3	11q22.3	MGC10235|TRM9|TRMT9A	tRNA methyltransferase 9 related	NA	alkB, alkylation repair homolog 8 (E. coli)	Alkylation repair homologs|RNA binding motif containing|tRNA methyltransferases	401|725|1580	2006-02-09	NA	2015-06-26	2017-12-01	91801	ENSG00000137760	OTTHUMG00000157008	uc009yxp.4	AF086489	NM_138775	CCDS8337|CCDS73376	Q96BT7	20123966|21285950	MGI:1914917	RGD:1304687	NA	ALKBH8	613306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.1.1.229	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
AFMID	AFMID	ok	NO	5.26e-5	0.0489	0.0108	0.179	0.325	0.296	0	HGNC:20910	arylformamidase	protein-coding gene	gene with protein product	Approved	17q25.3	17q25.3	DKFZp686F03259|KF	kynurenine formamidase	NA	NA	NA	NA	2004-01-30	NA	NA	2016-10-18	125061	ENSG00000183077	OTTHUMG00000153957	uc002jva.3	BX648442	NM_001145526	CCDS32750|CCDS45801	Q63HM1	NA	MGI:2448704	RGD:1591143	NA	AFMID	NA	NA	NA	NA	NA	NA	NA	NA	S09.977	NA	NA	NA	NA	NA	NA	3.5.1.9	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
TMEM155	TMEM155	ok	NO	0.00313	0.146	3.99e-4	0.0791	0.0266	0.407	0	HGNC:26418	transmembrane protein 155	protein-coding gene	gene with protein product	Approved	4q27	04q27	FLJ30834	NA	NA	NA	NA	NA	2006-05-22	NA	NA	2018-06-12	132332	ENSG00000164112	OTTHUMG00000133035	uc003idx.2	AK055396	NM_152399	CCDS3721	Q4W5P6	NA	NA	NA	NA	TMEM155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
ZDHHC8P1	ZDHHC8P1	ok	NO	3.59e-4	0.0924	0.00408	0.144	NA	NA	0	HGNC:26461	zinc finger DHHC-type containing 8 pseudogene 1	pseudogene	pseudogene	Approved	22q11.23	22q11.23	FLJ31568	NA	ZDHHC8P	zinc finger, DHHC-type containing 8 pseudogene	NA	NA	2008-02-21	2010-02-25	2016-02-15	2016-02-15	150244	ENSG00000133519	OTTHUMG00000150650	NA	NA	NR_003950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000246279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
IGSF11	IGSF11	ok	NO	2.33e-4	0.0862	5.99e-4	0.0849	0.541	0.982	0	HGNC:16669	immunoglobulin superfamily member 11	protein-coding gene	gene with protein product	Approved	3q13.32	03q13.32	BT-IgSF|MGC35227|Igsf13|VSIG3|CT119	cancer/testis antigen 119	NA	immunoglobulin superfamily, member 11	I-set domain containing|IgCAM CXADR-related subfamily	593|1414	2002-12-04	NA	2015-11-18	2016-10-05	152404	ENSG00000144847	OTTHUMG00000159387	uc010hqs.5	AB079879	NM_001015887	CCDS2983|CCDS46891|CCDS87123|CCDS87124|CCDS87125	Q5DX21	12207903	MGI:2388477	RGD:1308758	NA	IGSF11	608351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
FLCN	FLCN	ok	NO	5.05e-5	0.0489	0.0165	0.198	0.392	0.711	0	HGNC:27310	folliculin	protein-coding gene	gene with protein product	Approved	17p11.2	17p11.2	BHD|MGC17998|MGC23445	NA	NA	NA	DENN/MADD domain containing	504	2004-08-05	NA	NA	2018-12-06	201163	ENSG00000154803	OTTHUMG00000059275	uc002gra.5	AF517523	NM_144606	CCDS32579|CCDS32580	Q8NFG4	17028174	MGI:2442184	RGD:735088	LOVD - Leiden Open Variation Database|https://grenada.lumc.nl/LOVD2/shared1/home.php?select_db=FLCN|The Folliculin Mutation Database|http://www.skingenedatabase.com/home.php?select_db=FLCN|LRG_325|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_325.xml	FLCN	607273	NA	NA	NA	NA	121839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
NAP1L5	NAP1L5	ok	NO	1.55e-4	0.0745	3.36e-4	0.0726	0.749	0.288	0	HGNC:19968	nucleosome assembly protein 1 like 5	protein-coding gene	gene with protein product	Approved	4q22.1	04q22.1	DRLM	NA	NA	nucleosome assembly protein 1-like 5	NA	NA	2004-02-04	NA	2016-03-10	2018-12-06	266812	ENSG00000177432	OTTHUMG00000130950	uc003hrx.4	NM_153757	NM_153757	CCDS3632	Q96NT1	12383514	MGI:1923555	RGD:1584123	LRG_1072|http://ftp.ebi.ac.uk/pub/databases/lrgex/pending/LRG_1072.xml	NAP1L5	612203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
RIMKLA	RIMKLA	ok	NO	0.00405	0.151	1.19e-4	0.0522	NA	NA	0	HGNC:28725	ribosomal modification protein rimK like family member A	protein-coding gene	gene with protein product	Approved	1p34.2	01p34.2	MGC47816|RP11-157D18.1|NAAGS-II	N-acetylaspartylglutamate synthetase II	FAM80A	family with sequence similarity 80, member A	NA	NA	2005-07-21	2008-10-13	2016-06-28	2018-03-15	284716	ENSG00000177181	OTTHUMG00000007335	uc001chi.3	BC039737	NM_173642	CCDS466	Q8IXN7	20657015|21454531	MGI:3040686	RGD:1306880	NA	RIMKLA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.3.2.41	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
ZNF546	ZNF546	ok	NO	4.81e-4	0.0926	0.00473	0.146	0.566	0.693	0	HGNC:28671	zinc finger protein 546	protein-coding gene	gene with protein product	Approved	19q13.2	19q13.2	MGC43537	NA	ZNF49	NA	Zinc fingers C2H2-type	28	2004-02-13	NA	NA	2014-11-19	339327	ENSG00000187187	OTTHUMG00000182578	uc002oms.3	BC045649	NM_178544	CCDS12548|CCDS77297	Q86UE3	12477932	MGI:99156	RGD:2324824	NA	ZNF546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	239	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
CBR1	CBR1	ok	NO	2.25e-4	0.086	0.0131	0.186	0.462	0.894	0.0198	HGNC:1548	carbonyl reductase 1	protein-coding gene	gene with protein product	Approved	21q22.12	21q22.12	SDR21C1	short chain dehydrogenase/reductase family 21C, member 1	CBR	NA	Short chain dehydrogenase/reductase superfamily	743	1991-02-20	NA	NA	2016-10-05	873	ENSG00000159228	OTTHUMG00000086618	uc002yvb.3	NA	NM_001286789	CCDS13641|CCDS68202	P16152	8432528|19027726	MGI:88284	RGD:2286	NA	CBR1	114830	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:1383	NA	NA	NA	NA	1.1.1.184	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
CSRP1	CSRP1	ok	NO	0.00187	0.131	0.00214	0.12	0.844	0.226	0.0198	HGNC:2469	cysteine and glycine rich protein 1	protein-coding gene	gene with protein product	Approved	1q32.1	01q32.1	CSRP|D1S181E	NA	CYRP	NA	LIM domain containing	1218	1992-06-26	NA	2015-11-23	2016-10-05	1465	ENSG00000159176	OTTHUMG00000035773	uc001gws.4	M33146	NM_004078	CCDS1413	P21291	2115670|9925910	MGI:88549	RGD:62053	NA	CSRP1	123876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
DNA2	DNA2	ok	NO	0.00289	0.142	0.00197	0.117	0.894	0.176	0.0198	HGNC:2939	DNA replication helicase/nuclease 2	protein-coding gene	gene with protein product	Approved	10q21.3	10q21.3	KIAA0083	NA	DNA2L	DNA2 DNA replication helicase 2-like (yeast)|DNA replication helicase 2 homolog (yeast)	UPF1 like RNA helicases	1169	1996-06-10	2008-01-08	2013-05-13	2016-10-05	1763	ENSG00000138346	OTTHUMG00000018352	uc057tqx.1	D42046	NM_001080449	CCDS44415	P51530	8938459|17032657|23352259	MGI:2443732	NA	NA	DNA2	601810	NA	NA	NA	NA	332912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
GSN	GSN	ok	NO	0.00504	0.161	9.14e-4	0.0957	0.632	0.396	0.0198	HGNC:4620	gelsolin	protein-coding gene	gene with protein product	Approved	9q33.2	09q33.2	DKFZp313L0718	amyloidosis, Finnish type	NA	gelsolin (amyloidosis, Finnish type)	Gelsolin/villins	950	1988-07-19	NA	2010-04-27	2016-10-05	2934	ENSG00000148180	OTTHUMG00000020584	uc064vkv.1	X04412	NM_000177	CCDS6828|CCDS6829|CCDS48011|CCDS65118|CCDS75890|CCDS75891	P06396	1652889	MGI:95851	RGD:1303089	NA	GSN	137350	NA	NA	NA	NA	122296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
ITPR1	ITPR1	ok	NO	0.0168	0.229	1.05e-4	0.0522	0.435	0.892	0.0198	HGNC:6180	inositol 1,4,5-trisphosphate receptor type 1	protein-coding gene	gene with protein product	Approved	3p26.1	03p26.1	Insp3r1|IP3R1|ACV|PPP1R94	protein phosphatase 1, regulatory subunit 94	SCA15|SCA16|SCA29	spinocerebellar ataxia 15|spinocerebellar ataxia 16|spinocerebellar ataxia 29|inositol 1,4,5-trisphosphate receptor, type 1	Inositol 1,4,5-triphosphate receptors|Protein phosphatase 1 regulatory subunits	297|694	1990-03-14	NA	2016-02-05	2016-10-24	3708	ENSG00000150995	OTTHUMG00000154996	uc021wsi.3	D26070	NM_002222	CCDS46740|CCDS54550|CCDS54551	Q14643	7945203|7500840|17590087|17932120|22986007	MGI:96623	RGD:2933	NA	ITPR1	147265	NA	NA	NA	NA	159904	NA	NA	NA	NA	objectId:743	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
LIG4	LIG4	ok	NO	0.00356	0.148	0.00157	0.114	0.364	0.48	0.0198	HGNC:6601	DNA ligase 4	protein-coding gene	gene with protein product	Approved	13q33.3	13q33.3	NA	polydeoxyribonucleotide synthase [ATP] 4|polynucleotide ligase|sealase|DNA repair enzyme|DNA joinase	NA	ligase IV, DNA, ATP-dependent	DNA ligases	1247	1995-08-10	NA	2016-04-27	2018-12-06	3981	ENSG00000174405	OTTHUMG00000017328	uc001vqp.4	X83441	NM_002312	CCDS9508|CCDS81779	P49917	7760816	MGI:1335098	RGD:1304639	LIG4base: Mutation registry for LIG4 syndrome|http://structure.bmc.lu.se/idbase/LIG4base/|LRG_79|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_79.xml	LIG4	601837	NA	NA	NA	NA	123058	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.5.1.1	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
PDK4	PDK4	ok	NO	5.29e-5	0.0489	0.0228	0.221	0.405	0.799	0.0198	HGNC:8812	pyruvate dehydrogenase kinase 4	protein-coding gene	gene with protein product	Approved	7q21.3	07q21.3	NA	NA	NA	pyruvate dehydrogenase kinase, isoenzyme 4|pyruvate dehydrogenase kinase, isozyme 4	NA	NA	1996-08-14	NA	2016-01-06	2016-10-05	5166	ENSG00000004799	OTTHUMG00000153977	uc003uoa.4	U54617	NM_002612	CCDS5643	Q16654	7499431	MGI:1351481	RGD:69061	NA	PDK4	602527	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:2144	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
PFKFB4	PFKFB4	ok	NO	2.09e-4	0.086	0.0128	0.186	0.107	0.558	0.0198	HGNC:8875	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	protein-coding gene	gene with protein product	Approved	3p21.31	03p21.31	NA	NA	NA	NA	6-phosphofructo-2-kinases/fructose-2,6-biphosphatases	1077	1998-06-04	NA	NA	2016-10-05	5210	ENSG00000114268	OTTHUMG00000133528	uc003ctv.4	BC010269	NM_004567	CCDS2771|CCDS82769|CCDS82770	Q16877	8830046|10095107|25115398	MGI:2687284	RGD:3310	NA	PFKFB4	605320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.7.1.105|3.1.3.46	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
UPF1	UPF1	ok	NO	0.00247	0.14	0.00229	0.124	0.801	0.554	0.0198	HGNC:9962	UPF1, RNA helicase and ATPase	protein-coding gene	gene with protein product	Approved	19p13.11	19p13.11	HUPF1|KIAA0221|NORF1|pNORF1|smg-2	UP Frameshift 1|smg-2 homolog, nonsense mediated mRNA decay factor (C. elegans)	RENT1	regulator of nonsense transcripts 1|UPF1 regulator of nonsense transcripts homolog (yeast)	UPF1 like RNA helicases	1169	1997-02-11	2006-02-07	2016-03-14	2016-03-14	5976	ENSG00000005007	OTTHUMG00000183025	uc002nkf.4	AF074016	NM_002911	CCDS12386|CCDS74315	Q92900	8855285|9064659	MGI:107995	RGD:1589127	NA	UPF1	601430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
CDC42EP2	CDC42EP2	ok	NO	0.00693	0.178	4.31e-4	0.0791	0.197	0.984	0.0198	HGNC:16263	CDC42 effector protein 2	protein-coding gene	gene with protein product	Approved	11q13.1	11q13.1	CEP2|BORG1	CRIB-containing BOGR1 protein|binder of Rho GTPases 1	NA	CDC42 effector protein (Rho GTPase binding) 2	CDC42 effector proteins	1164	2002-08-27	NA	2016-01-07	2016-10-05	10435	ENSG00000149798	OTTHUMG00000165958	uc001odl.3	AF098290	NM_006779	CCDS8099	O14613	10490598|11035016	MGI:1929744	RGD:1310253	NA	CDC42EP2	606132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
RIMS1	RIMS1	ok	NO	0.0103	0.2	3.92e-4	0.0791	0.134	0.00581	0.0198	HGNC:17282	regulating synaptic membrane exocytosis 1	protein-coding gene	gene with protein product	Approved	6q13	06q13	RIM|KIAA0340|RIM1	Rab3-interacting molecule	RAB3IP2|CORD7	RAB3 interacting protein 2	Regulating synaptic membrane exocytosis family|PDZ domain containing	833|1220	2002-04-29	2002-06-14	2002-06-12	2016-10-05	22999	ENSG00000079841	OTTHUMG00000015009	uc003pga.5	AB002338	NM_014989	CCDS47449|CCDS55029|CCDS55030|CCDS55031|CCDS55032|CCDS55033	Q86UR5	9205841|11438518	MGI:2152971	RGD:620000	NA	RIMS1	606629	NA	NA	NA	NA	118319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
FRMD4B	FRMD4B	ok	NO	0.00155	0.13	0.0026	0.128	0.299	0.612	0.0198	HGNC:24886	FERM domain containing 4B	protein-coding gene	gene with protein product	Approved	3p14.1	03p14.1	KIAA1013|GRSP1	NA	NA	NA	FERM domain containing	1293	2004-07-15	NA	NA	2016-10-05	23150	ENSG00000114541	OTTHUMG00000158772	uc003dnv.3	AL832231	NM_015123	CCDS46863	Q9Y2L6	10231032|11445584	MGI:2141794	RGD:620172	NA	FRMD4B	617467	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
KAZN	KAZN	ok	NO	5.64e-4	0.0926	0.00829	0.173	NA	NA	0.0198	HGNC:29173	kazrin, periplakin interacting protein	protein-coding gene	gene with protein product	Approved	1p36.21	01p36.21	KIAA1026|KAZRIN|FLJ43806	NA	NA	NA	Sterile alpha motif domain containing	760	2011-01-31	NA	2011-01-31	2014-11-19	23254	ENSG00000189337	OTTHUMG00000002042	uc001avm.5	AY505119	NM_001017999	CCDS30604|CCDS41267|CCDS152|CCDS41268	Q674X7	15337775|18840647	MGI:1918779	RGD:1359147	NA	KAZN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
METTL7A	METTL7A	ok	NO	4.59e-4	0.0926	0.0067	0.16	0.0564	0.16	0.0198	HGNC:24550	methyltransferase like 7A	protein-coding gene	gene with protein product	Approved	12q13.12	12q13.12	DKFZP586A0522	NA	NA	NA	Methyltransferase like	963	2006-02-09	NA	NA	2016-07-06	25840	ENSG00000185432	OTTHUMG00000169484	uc058nys.1	NA	NM_014033	CCDS8804	Q9H8H3	12975309	MGI:1916523|MGI:3026615|MGI:3710670	RGD:1308407	NA	METTL7A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.1.1.-	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
CNNM3	CNNM3	ok	NO	4.89e-5	0.0489	0.0208	0.215	0.0329	0.00282	0.0198	HGNC:104	cyclin and CBS domain divalent metal cation transport mediator 3	protein-coding gene	gene with protein product	Approved	2q11.2	02q11.2	NA	NA	ACDP3	cyclin M3	NA	NA	1999-12-07	NA	2014-08-07	2014-11-18	26505	ENSG00000168763	OTTHUMG00000130531	uc002swy.4	AF216965	NM_017623	CCDS2025|CCDS2026	Q8NE01	21393841|24632616	MGI:2151055	RGD:1307926	NA	CNNM3	607804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
RNF11	RNF11	ok	NO	0.00708	0.179	3.74e-4	0.0783	0.415	0.407	0.0198	HGNC:10056	ring finger protein 11	protein-coding gene	gene with protein product	Approved	1p32.3	01p32.3	CGI-123|Sid1669p|MGC51169	NA	NA	NA	Ring finger proteins	58	2000-01-07	NA	NA	2016-10-05	26994	ENSG00000123091	OTTHUMG00000008190	uc001csi.5	AB024703	NM_014372	CCDS556	Q9Y3C5	10673045|10810093	MGI:1352759	RGD:1591050	NA	RNF11	612598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
