gene_symbol	gene_symbol_original	gene_symbol_corrected_reason	PheGenI_n	PheGenI_evidence	hgnc_id	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit.trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	download_url	download_date	mult_matches
ALMS1	ALMS1	ok	1	rs56145559, ALMS1, PMID:26198764	HGNC:428	ALMS1, centrosome and basal body associated protein	protein-coding gene	gene with protein product	Approved	2p13.1	02p13.1	KIAA0328	NA	NA	Alstrom syndrome 1|Alstrom syndrome protein 1	NA	NA	1998-10-12	NA	2015-12-02	2018-12-06	7840	ENSG00000116127	OTTHUMG00000152812	uc032nrd.1	AB002326	NM_015120	CCDS42697	Q8TCU4	9063741	MGI:1934606	RGD:1311590	LRG_741|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_741.xml	ALMS1	606844	NA	NA	NA	NA	119632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
AMBP	AMBP	ok	2	rs2567700, AMBP, PMID:27846195; rs12344124, AMBP, PMID:27846195	HGNC:453	alpha-1-microglobulin/bikunin precursor	protein-coding gene	gene with protein product	Approved	9q32	09q32	UTI|HCP|EDC1|HI30|IATIL|ITILC	growth-inhibiting protein 19|uristatin|complex-forming glycoprotein heterogeneous in charge|bikunin|inter-alpha-trypsin inhibitor light chain|protein HC|uronic-acid-rich protein|trypstatin	ITI|ITIL	NA	Lipocalins	631	1986-01-01	NA	NA	2016-10-05	259	ENSG00000106927	OTTHUMG00000020534	uc004bie.5	X04494	NM_001633	CCDS6800	P02760	1708673|1385302	MGI:88002	RGD:2102	NA	AMBP	176870	NA	NA	NA	NA	NA	NA	NA	LI02-001	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
ANK3	ANK3	ok	5	rs10994359, ANK3, PMID:23453885; rs10994397, ANK3, PMID:23453885; rs16915157, ANK3, PMID:22688191; rs16915157, ANK3, PMID:21926974; rs10761482, ANK3, PMID:20185149	HGNC:494	ankyrin 3	protein-coding gene	gene with protein product	Approved	10q21.2	10q21.2	NA	ankyrin-3, node of Ranvier|ankyrin-G	NA	ankyrin 3, node of Ranvier (ankyrin G)	Ankyrin repeat domain containing	403	1994-11-22	NA	2016-08-11	2016-10-05	288	ENSG00000151150	OTTHUMG00000018288	uc001jky.4	U13616	NM_020987	CCDS7258|CCDS7259|CCDS55711|CCDS55712	Q12955	7665168	MGI:88026	RGD:620157	NA	ANK3	600465	NA	NA	NA	NA	358448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
ANKRD11	ANKRD11	ok	1	rs2277908, ANKRD11, PMID:0	HGNC:21316	ankyrin repeat domain 11	protein-coding gene	gene with protein product	Approved	16q24.3	16q24.3	LZ16|T13	NA	NA	NA	Ankyrin repeat domain containing	403	2004-01-15	NA	NA	2015-08-24	29123	ENSG00000167522	OTTHUMG00000175548	uc002fmx.3	AY373756	NM_013275	CCDS32513	Q6UB99	11483580	MGI:1924337	RGD:1306679	NA	ANKRD11	611192	NA	NA	NA	NA	273977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
ANKRD36	ANKRD36	ok	1	rs9631085, ANKRD36, PMID:26198764	HGNC:24079	ankyrin repeat domain 36	protein-coding gene	gene with protein product	Approved	2q11.2	02q11.2	UNQ2430	NA	NA	NA	Ankyrin repeat domain containing	403	2005-02-07	NA	NA	2014-11-18	375248	ENSG00000135976	OTTHUMG00000155256	uc010yva.3	BC046186	NM_001354587	NA	A6QL64	12975309	NA	RGD:735187	NA	ANKRD36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
ANKRD55	ANKRD55	ok	1	rs192381152, FLJ31104 and ANKRD55, PMID:27846195	HGNC:25681	ankyrin repeat domain 55	protein-coding gene	gene with protein product	Approved	5q11.2	05q11.2	FLJ11795	NA	NA	NA	Ankyrin repeat domain containing	403	2006-07-12	NA	NA	2014-11-19	79722	ENSG00000164512	OTTHUMG00000162305	uc003jqu.4	AK021857	NM_024669	CCDS34161	Q3KP44	NA	MGI:1924568	RGD:1307735	NA	ANKRD55	615189	NA	NA	NA	NA	355492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
ANKS1B	ANKS1B	ok	2	rs10745841, ANKS1B, PMID:26198764; rs10860392, ANKS1B, PMID:23453885	HGNC:24600	ankyrin repeat and sterile alpha motif domain containing 1B	protein-coding gene	gene with protein product	Approved	12q23.1	12q23.1	EB-1|AIDA-1|cajalin-2|ANKS2	NA	NA	NA	Ankyrin repeat domain containing|Sterile alpha motif domain containing	403|760	2006-02-17	NA	NA	2016-01-14	56899	ENSG00000185046	OTTHUMG00000170308	uc001tge.3	AF145204	NM_020140	CCDS55864|CCDS55865|CCDS55866|CCDS55867|CCDS55868|CCDS55869|CCDS55870|CCDS55871|CCDS55872|CCDS86326	Q7Z6G8	10490826|12415113	MGI:1924781	RGD:1565556	NA	ANKS1B	607815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
ANO3	ANO3	ok	1	rs293983, ANO3, PMID:0	HGNC:14004	anoctamin 3	protein-coding gene	gene with protein product	Approved	11p14.2	11p14.2	GENX-3947|DYT23	transmembrane protein 16C (eight membrane-spanning domains)	C11orf25|TMEM16C	chromosome 11 open reading frame 25|transmembrane protein 16C	Anoctamins	865	2000-11-28	2008-08-28	2008-08-28	2015-08-28	63982	ENSG00000134343	OTTHUMG00000166096	uc001mqt.5	AJ300461	NM_031418	CCDS31447|CCDS81557	Q9BYT9	12739008|15067359|23200863|24692353	MGI:3613666	RGD:1308873	NA	ANO3	610110	NA	NA	NA	NA	320756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
ANO4	ANO4	ok	2	rs644939, ANO4, PMID:27846195; rs502697, ANO4, PMID:27846195	HGNC:23837	anoctamin 4	protein-coding gene	gene with protein product	Approved	12q23.1	12q23.1	FLJ34221|FLJ34272|FLJ35277	NA	TMEM16D	transmembrane protein 16D	Anoctamins	865	2003-12-17	2008-08-28	2008-08-28	2016-10-04	121601	ENSG00000151572	OTTHUMG00000170465	uc001thw.3	AK091540	NM_178826	CCDS31884|CCDS66445	Q32M45	12739008|15067359|24692353	MGI:2443344	RGD:1310252	NA	ANO4	610111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
ANO5	ANO5	ok	1	rs11827962, ANO5 and SLC17A6, PMID:23453885	HGNC:27337	anoctamin 5	protein-coding gene	gene with protein product	Approved	11p14.3	11p14.3	GDD1	NA	TMEM16E|LGMD2L	transmembrane protein 16E|limb girdle muscular dystrophy 2L (autosomal recessive)	Anoctamins	865	2004-04-07	2008-08-28	2008-08-28	2018-12-06	203859	ENSG00000171714	OTTHUMG00000166051	uc001mqi.3	AL833271	NM_213599	CCDS31444	Q75V66	15067359|20096397|24692353	MGI:3576659	RGD:1564265	LRG_868|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_868.xml	ANO5	608662	NA	NA	NA	NA	120137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
ANO6	ANO6	ok	1	rs76569837, ANO6 and LINC00938, PMID:26198764	HGNC:25240	anoctamin 6	protein-coding gene	gene with protein product	Approved	12q12	12q12	DKFZp313M0720	NA	TMEM16F	transmembrane protein 16F	Anoctamins	865	2004-04-07	2008-08-28	2008-08-28	2018-12-06	196527	ENSG00000177119	OTTHUMG00000169564	uc001roo.4	AL832340	NM_001025356	CCDS31782|CCDS44865|CCDS44866|CCDS55819	Q4KMQ2	15067359|24692353	MGI:2145890	RGD:1304765	LRG_877|http://ftp.ebi.ac.uk/pub/databases/lrgex/pending/LRG_877.xml	ANO6	608663	NA	NA	NA	NA	258633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
APBA1	APBA1	ok	1	rs4744901, APBA1, PMID:26198764	HGNC:578	amyloid beta precursor protein binding family A member 1	protein-coding gene	gene with protein product	Approved	9q21.12	09q21.12	D9S411E|X11	NA	MINT1	amyloid beta (A4) precursor protein-binding, family A, member 1	PDZ domain containing	1220	1997-06-25	NA	2016-01-21	2016-01-21	320	ENSG00000107282	OTTHUMG00000019984	uc004ahh.3	AF029106	NM_001163	CCDS6630	Q02410	7678331|7719031	MGI:1860297	RGD:620844	NA	APBA1	602414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
APOPT1	APOPT1	ok	2	rs12887734, APOPT1, PMID:25056061; rs12887734, APOPT1, PMID:26198764	HGNC:20492	apoptogenic 1, mitochondrial	protein-coding gene	gene with protein product	Approved	14q32.33	14q32.33	MGC2562|APOP-1	apoptogenic protein 1	C14orf153	chromosome 14 open reading frame 153|apoptogenic 1	NA	NA	2004-06-11	2011-09-07	2012-06-28	2015-08-24	84334	ENSG00000256053	OTTHUMG00000153929	uc010tyc.3	BC007412	NM_032374	CCDS9983	Q96IL0	16782708|18977203	MGI:1915270	RGD:1304719	NA	NA	616003	NA	NA	NA	NA	444676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
AQP10	AQP10	ok	1	rs7521837, HAX1 and AQP10, PMID:26198764	HGNC:16029	aquaporin 10	protein-coding gene	gene with protein product	Approved	1q21.3	01q21.3	NA	NA	NA	NA	Aquaporins	305	2001-07-04	NA	NA	2014-11-18	89872	ENSG00000143595	OTTHUMG00000035980	uc001feu.3	AF159174	NM_080429	CCDS1065	Q96PS8	11573934	NA	RGD:1596307	NA	AQP10	606578	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:697	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
AQP8	AQP8	ok	1	rs11649311, LCMT1 and AQP8, PMID:27400856	HGNC:642	aquaporin 8	protein-coding gene	gene with protein product	Approved	16p12.1	16p12.1	NA	NA	NA	NA	Aquaporins	305	1997-06-09	NA	NA	2016-10-05	343	ENSG00000103375	OTTHUMG00000097013	uc002doc.4	BC040630	NM_001169	CCDS10626	O94778	9806845|10393433	MGI:1195271	RGD:2146	NA	AQP8	603750	NA	NA	NA	NA	469956	NA	NA	NA	NA	objectId:695	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
ARC	ARC	ok	1	rs11785400, ARC and JRK, PMID:26198764	HGNC:648	activity regulated cytoskeleton associated protein	protein-coding gene	gene with protein product	Approved	8q24.3	08q24.3	KIAA0278|Arg3.1	NA	NA	NA	Gag like LTR retrotransposon derived genes	1411	2000-05-23	NA	2016-06-24	2016-06-24	23237	ENSG00000198576	OTTHUMG00000134310	uc003ywn.2	AF193421	NM_015193	CCDS34950	Q7LC44	10970730|17466953	MGI:88067	RGD:62037	NA	ARC	612461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
ARFGEF2	ARFGEF2	ok	1	rs6095357, PREX1 and ARFGEF2, PMID:26198764	HGNC:15853	ADP ribosylation factor guanine nucleotide exchange factor 2	protein-coding gene	gene with protein product	Approved	20q13.13	20q13.13	BIG2	Brefeldin A-inhibited guanine nucleotide-exchange protein 2	NA	ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited)	A-kinase anchoring proteins|Armadillo-like helical domain containing	396|1492	2001-06-21	NA	2015-11-19	2015-11-19	10564	ENSG00000124198	OTTHUMG00000032687	uc002xtx.5	AF084521	NM_006420	CCDS13411	Q9Y6D5	10212200	MGI:2139354	RGD:631430	NA	ARFGEF2	605371	NA	NA	NA	NA	121412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
ARHGAP31	ARHGAP31	ok	1	rs17203055, ARHGAP31, PMID:23894747	HGNC:29216	Rho GTPase activating protein 31	protein-coding gene	gene with protein product	Approved	3q13.32-q13.33	03q13.32-q13.33	CDGAP	NA	NA	NA	Rho GTPase activating proteins	721	2010-02-19	NA	NA	2018-02-13	57514	ENSG00000031081	OTTHUMG00000159362	uc003ecj.5	NA	NM_020754	CCDS43135	Q2M1Z3	9786927|12819203|16519628	MGI:1333857	RGD:1306093	NA	ARHGAP31	610911	NA	NA	NA	NA	267088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
ARHGAP40	ARHGAP40	ok	1	rs220519, ARHGAP40, PMID:26198764	HGNC:16226	Rho GTPase activating protein 40	protein-coding gene	gene with protein product	Approved	20q11.23	20q11.23	dJ1100H13.4	NA	C20orf95	chromosome 20 open reading frame 95	Rho GTPase activating proteins	721	2001-07-17	2010-04-14	2010-04-14	2016-10-18	343578	ENSG00000124143	OTTHUMG00000032453	uc061wyy.1	AL035419	NM_001164431	NA	Q5TG30	NA	MGI:3649852	RGD:1562428	NA	ARHGAP40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
ARHGAP42P2	ARHGAP42P2	ok	1	rs13020137, RAB6C and ARHGAP42P2, PMID:26198764	HGNC:43939	Rho GTPase activating protein 42 pseudogene 2	pseudogene	pseudogene	Approved	2q21.1	02q21.1	NA	NA	NA	NA	NA	NA	2012-05-11	NA	NA	2012-05-11	100130693	ENSG00000231147	OTTHUMG00000153532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000240906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
ARHGAP5-AS1	ARHGAP5-AS1	ok	6	rs915071, NUBPL and ARHGAP5-AS1, PMID:0; rs972396, NUBPL and ARHGAP5-AS1, PMID:0; rs6571481, NUBPL and ARHGAP5-AS1, PMID:0; rs8016004, NUBPL and ARHGAP5-AS1, PMID:0; rs2151784, NUBPL and ARHGAP5-AS1, PMID:0; rs1952966, NUBPL and ARHGAP5-AS1, PMID:0	HGNC:20279	ARHGAP5 antisense RNA 1 (head to head)	non-coding RNA	RNA, long non-coding	Approved	14q12	14q12	MGC15504	NA	C14orf128	chromosome 14 open reading frame 128|ARHGAP5 antisense RNA 1 (non-protein coding)|ARHGAP5 antisense RNA 1	NA	NA	2003-01-17	2011-11-29	2012-10-17	2012-10-17	84837	ENSG00000258655	OTTHUMG00000170588	uc010amk.4	BC007251	NR_027263	NA	Q96IT6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	URS000075C624	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
ARHGEF26	ARHGEF26	ok	1	rs56038139, ARHGEF26, PMID:26198764	HGNC:24490	Rho guanine nucleotide exchange factor 26	protein-coding gene	gene with protein product	Approved	3q25.2	03q25.2	DKFZP434D146|SGEF	Src homology 3 domain-containing guanine nucleotide exchange factor	NA	Rho guanine nucleotide exchange factor (GEF) 26	Pleckstrin homology domain containing|Rho guanine nucleotide exchange factors	682|722	2010-08-20	NA	2015-11-09	2018-05-14	26084	ENSG00000114790	OTTHUMG00000159098	uc021xgc.1	BC016628	NM_015595	CCDS46938|CCDS58858	Q96DR7	15133129|12697679	MGI:1918053	RGD:1562559	NA	ARHGEF26	617552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
ARHGEF28	ARHGEF28	ok	1	rs73105738, ARHGEF28, PMID:27846195	HGNC:30322	Rho guanine nucleotide exchange factor 28	protein-coding gene	gene with protein product	Approved	5q13.2	05q13.2	RGNEF|p190RhoGEF|RIP2	NA	NA	Rho guanine nucleotide exchange factor (GEF) 28	Rho guanine nucleotide exchange factors	722	2012-08-08	NA	2015-11-09	2016-04-25	64283	ENSG00000214944	OTTHUMG00000162454	uc010izf.4	NA	NM_001080479	CCDS47231|CCDS54870|CCDS58957	Q8N1W1	9199174|11058585	MGI:1346016	RGD:1307061	NA	NA	612790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
ARL14EP	ARL14EP	ok	1	rs1765142, ARL14EP and RPL12P30, PMID:26198764	HGNC:26798	ADP ribosylation factor like GTPase 14 effector protein	protein-coding gene	gene with protein product	Approved	11p14.1	11p14.1	FLJ38968|ARF7EP	NA	C11orf46	chromosome 11 open reading frame 46|ADP-ribosylation factor like GTPase 14 effector protein	NA	NA	2005-10-28	2012-07-09	2015-12-17	2018-12-06	120534	ENSG00000152219	OTTHUMG00000166154	uc001mso.2	AK096287	NM_152316	CCDS7869	Q8N8R7	21458045	MGI:1926020	RGD:1311463	LRG_881|http://ftp.ebi.ac.uk/pub/databases/lrgex/pending/LRG_881.xml	NA	612295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
ARL2	ARL2	ok	1	rs582580, BATF2 and ARL2, PMID:26198764	HGNC:693	ADP ribosylation factor like GTPase 2	protein-coding gene	gene with protein product	Approved	11q13.1	11q13.1	ARFL2	NA	NA	ADP-ribosylation factor-like 2	ARF GTPase family	357	1994-04-13	NA	2015-11-19	2016-10-05	402	ENSG00000213465	OTTHUMG00000165728	uc001och.5	AF493888	NM_001667	CCDS8088|CCDS55770	P36404	8415637|9253601	MGI:1928393	RGD:69326	NA	ARL2	601175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
ARL3	ARL3	ok	1	rs10883765, ARL3, PMID:27922604	HGNC:694	ADP ribosylation factor like GTPase 3	protein-coding gene	gene with protein product	Approved	10q24.32	10q24.32	ARFL3	NA	NA	ADP-ribosylation factor-like 3	ARF GTPase family	357	1994-04-14	NA	2015-11-19	2016-10-05	403	ENSG00000138175	OTTHUMG00000018965	uc001kwa.4	U07151	NM_004311	CCDS7538	P36405	8034651|10072593	MGI:1929699	RGD:69327	NA	ARL3	604695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
ARL6IP1P3	ARL6IP1P3	ok	1	rs7122181, ARL6IP1P3 and MIR4300, PMID:26198764	HGNC:44972	ADP ribosylation factor like GTPase 6 interacting protein 1 pseudogene 3	pseudogene	pseudogene	Approved	11q14.1	11q14.1	NA	NA	NA	ADP-ribosylation factor-like 6 interacting protein 1 pseudogene 3	NA	NA	2012-12-20	NA	2015-11-19	2015-11-19	729790	ENSG00000255014	OTTHUMG00000166792	NA	NA	NG_021793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000258573	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
ARNTL	ARNTL	ok	1	rs4757144, ARNTL, PMID:23358160	HGNC:701	aryl hydrocarbon receptor nuclear translocator like	protein-coding gene	gene with protein product	Approved	11p15.3	11p15.3	MOP3|JAP3|BMAL1|PASD3|bHLHe5	brain and muscle ARNT-like 1|basic helix-loop-helix family member e5|PAS domain containing 3	NA	NA	Basic helix-loop-helix proteins	420	1997-11-06	NA	2015-11-24	2017-08-18	406	ENSG00000133794	OTTHUMG00000150623	uc001mkp.4	D89722	NM_001178	CCDS31430|CCDS44543|CCDS73259|CCDS76387	O00327	9144434|9079689	MGI:1096381	RGD:62003	NA	ARNTL	602550	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
ARSG	ARSG	ok	1	rs11655081, ARSG, PMID:0	HGNC:24102	arylsulfatase G	protein-coding gene	gene with protein product	Approved	17q24.2	17q24.2	KIAA1001	NA	NA	NA	Sulfatases	410	2006-02-09	NA	2006-02-15	2015-09-11	22901	ENSG00000141337	OTTHUMG00000179810	uc002jhc.3	AB023218	NM_014960	CCDS11676	Q96EG1	12461688|16174644	MGI:1921258	RGD:1306571	NA	ARSG	610008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
AS3MT	AS3MT	ok	3	rs7085104, AS3MT, PMID:23974872; rs10883795, AS3MT, PMID:27922604; rs11191454, AS3MT, PMID:23453885	HGNC:17452	arsenite methyltransferase	protein-coding gene	gene with protein product	Approved	10q24.32	10q24.32	CYT19	NA	NA	arsenic (+3 oxidation state) methyltransferase	Seven-beta-strand methyltransferase motif containing	1400	2004-06-25	NA	2014-05-09	2016-10-05	57412	ENSG00000214435	OTTHUMG00000018972	uc001kwk.4	AF226730	NM_020682	CCDS41567	Q9HBK9	11790780	MGI:1929882	RGD:621325	NA	AS3MT	611806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.1.1.137	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
ASAP1	ASAP1	ok	1	rs4733770, ASAP1, PMID:26198764	HGNC:2720	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1	protein-coding gene	gene with protein product	Approved	8q24.21-q24.22	08q24.21-q24.22	PAP|KIAA1249|ZG14P|CENTB4	centaurin, beta 4	DDEF1	development and differentiation enhancing factor 1	ArfGAPs|Ankyrin repeat domain containing|Pleckstrin homology domain containing|BAR-PH domain containing	395|403|682|1291	1999-08-13	2008-09-22	2008-09-22	2018-02-13	50807	ENSG00000153317	OTTHUMG00000164772	uc003yta.3	AB033075	NM_018482	CCDS6362|CCDS75788	Q9ULH1	9819391|25774636	MGI:1342335	RGD:1307379	NA	ASAP1	605953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
ASB1	ASB1	ok	1	rs2878083, ASB1 and LINC01107, PMID:0	HGNC:16011	ankyrin repeat and SOCS box containing 1	protein-coding gene	gene with protein product	Approved	2q37.3	02q37.3	ASB-1	NA	NA	ankyrin repeat and SOCS box-containing 1	Ankyrin repeat domain containing	403	2001-06-29	NA	2011-01-25	2016-10-05	51665	ENSG00000065802	OTTHUMG00000152866	uc002vyg.4	AF156777	NM_001040445	CCDS33416|CCDS82582	Q9Y576	NA	MGI:1929735	RGD:1310760	NA	ASB1	605758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
ASCL1	ASCL1	ok	3	rs10860964, ASCL1 and C12orf42, PMID:25056061; rs10860964, ASCL1 and C12orf42, PMID:26198764; rs36104021, ASCL1 and C12orf42, PMID:26198764	HGNC:738	achaete-scute family bHLH transcription factor 1	protein-coding gene	gene with protein product	Approved	12q23.2	12q23.2	ASH1|HASH1|bHLHa46	NA	NA	achaete-scute complex (Drosophila) homolog-like 1|achaete-scute complex-like 1 (Drosophila)|achaete-scute complex homolog 1 (Drosophila)	Basic helix-loop-helix proteins	420	1993-12-09	NA	2013-10-17	2016-01-15	429	ENSG00000139352	OTTHUMG00000169967	uc001tjr.5	L08424	NM_004316	CCDS31886	P50553	8390674	MGI:96919	RGD:71010	NA	ASCL1	100790	NA	NA	NA	NA	159769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
ASPG	ASPG	ok	1	rs112973353, RD3L and ASPG, PMID:26198764	HGNC:20123	asparaginase	protein-coding gene	gene with protein product	Approved	14q32.33	14q32.33	NA	60-kDa-lysophospholipase	C14orf76	chromosome 14 open reading frame 76|asparaginase homolog (S. cerevisiae)	Ankyrin repeat domain containing	403	2002-12-18	2008-11-06	2014-03-14	2016-04-25	374569	ENSG00000166183	OTTHUMG00000170045	uc001yoq.3	NA	NM_001080464	CCDS45170	Q86U10	NA	MGI:2144822	RGD:708388	NA	ASPG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:2762	NA	NA	NA	NA	3.1.1.5|3.5.1.1	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
