Entry	Trait	SNP_rsID	anno_class	gene1_symbol	gene1_ID	gene2_symbol	gene2_ID	car	pos	PValue	source	PubMed	analysis_ID	study_ID	study_name	population
886	Schizophrenia	58950470	nearGene-5	MAP3K11	4296	MAP3K11	4296	11	65616284	3E-6	NHGRI	26198764				Arab
887	Schizophrenia	118106993	intergenic	OR10D1P	26541	OR10D3	26497	11	124166986	3E-6	NHGRI	27846195				European
888	Schizophrenia	7930295	intergenic	PKNOX2	63876	FEZ1	9638	11	125443703	3E-6	NHGRI	23894747				European
889	Schizophrenia	10894294	intergenic	SNX19	399979	NTM	50863	11	130960853	3E-6	NHGRI	21926974				European
890	Schizophrenia	11044045	intron	PIK3C2G	5288	PIK3C2G	5288	12	18355318	3E-6	NHGRI	24086445				East Asian
891	Schizophrenia	7303433	intergenic	RPS27P22	100131418	SOX5	6660	12	23487545	3E-6	NHGRI	26198764				Arab
892	Schizophrenia	76569837	intergenic	ANO6	196527	LINC00938	400027	12	45565980	3E-6	NHGRI	26198764				Arab
893	Schizophrenia	77868089	intergenic	CDKN2AIPNLP3	100874397	LINC00332	100874127	13	39822000	3E-6	NHGRI	26198764				Arab
894	Schizophrenia	2323266	intergenic	MIR3169	100422973	PCDH20	64881	13	61391170	3E-6	NHGRI	23212062				European
895	Schizophrenia	77584330	intergenic	ATXN8OS	6315	MTCL1P1	100288130	13	70766522	3E-6	NHGRI	27846195				European
896	Schizophrenia	9545047	intergenic	BCAS2P3	100128339	RBM26	64062	13	79285321	3E-6	NHGRI	26198764				Arab
897	Schizophrenia	9554348	intron	HS6ST3	266722	HS6ST3	266722	13	96360101	3E-6	NHGRI	26198764				Arab
898	Schizophrenia	2094900	intergenic	MYO16-AS1	100885782	LINC00676	101409253	13	109614902	3E-6	NHGRI	26198764				Arab
899	Schizophrenia	111803315	intron	JKAMP	51528	JKAMP	51528	14	59498575	3E-6	NHGRI	26198764				Arab
900	Schizophrenia	142996120	intron	POMT2	29954	POMT2	29954	14	77289119	3E-6	NHGRI	27846195				European
901	Schizophrenia	72706301	intron	SERPINA1	5265	SERPINA1	5265	14	94385882	3E-6	NHGRI	27846195				European
902	Schizophrenia	1869901	intron	PLCB2	5330	PLCB2	5330	15	40303426	3E-6	NHGRI	21926974				European
903	Schizophrenia	67357741	intron	CA12	771	CA12	771	15	63378609	3E-6	NHGRI	27846195				European
904	Schizophrenia	3934047	intron	LOC102724001	102724001	LOC102724001	102724001	15	81715972	3E-6	NHGRI	27846195				European
905	Schizophrenia	141308780	intron	SH3GL3	6457	SH3GL3	6457	15	83591790	3E-6	NHGRI	26198764				Arab
906	Schizophrenia	146767487	intergenic	RPS26P51	100271576	TMEM114	283953	16	8352071	3E-6	NHGRI	27846195				European
907	Schizophrenia	433598	intron	ACSM1	116285	ACSM1	116285	16	20668884	3E-6	NHGRI	20185149				European
908	Schizophrenia	198160	intergenic	MIR1273H	102466247	CACNG3	10368	16	24229404	3E-6	NHGRI	26198764				Arab
909	Schizophrenia	821470	intron	NLRC5	84166	NLRC5	84166	16	57024670	3E-6	NHGRI	22688191				European
910	Schizophrenia	200136777	intron	NXN	64359	NXN	64359	17	913294	3E-6	NHGRI	27846195				European
911	Schizophrenia	9908552	intron	YWHAE	7531	YWHAE	7531	17	1394697	3E-6	NHGRI	26198764				Arab
912	Schizophrenia	60994771	intergenic	CALM2P1	100128390	CASC17	101928165	17	70804643	3E-6	NHGRI	26821981				European
913	Schizophrenia	1455244	intron	LINC01255	101927433	LINC01255	101927433	18	11494200	3E-6	NHGRI	23212062				European
914	Schizophrenia	10853575	intergenic	SMAD7	4092	DYM	54808	18	49033349	3E-6	NHGRI	26198764				Arab
915	Schizophrenia	11699237	intergenic	PTMAP6	170542	BMP7	655	20	57108940	3E-6	NHGRI	23212062				European
916	Schizophrenia	8133932	intergenic	SLC19A1	6573	PCBP3	54039	21	45791171	3E-6	NHGRI	26198764				Arab
917	Schizophrenia	12066638	intron	FAM69A	388650	FAM69A	388650	1	92909834	3.64E-6	dbGaP	0	2857	21	Genome-Wide Association Study of Schizophrenia	European
918	Schizophrenia	1107592	intron	MAD1L1	8379	MAD1L1	8379	7	2001797	3.85E-6	dbGaP	0	2857	21	Genome-Wide Association Study of Schizophrenia	European
919	Schizophrenia	189918	intron	DNAJC11	55735	DNAJC11	55735	1	6677152	4E-6	NHGRI	26198764				Arab
920	Schizophrenia	4846033	intergenic	DRAXIN	374946	AGTRAP	57085	1	11728507	4E-6	NHGRI	18347602				Asian|African|European|African American|Indian American|Hispanic
921	Schizophrenia	7551345	intron	ZCCHC17	51538	ZCCHC17	51538	1	31359023	4E-6	NHGRI	26198764				Arab
922	Schizophrenia	10218712	intron	FOXO6	100132074	FOXO6	100132074	1	41366625	4E-6	NHGRI	26198764				Arab
923	Schizophrenia	7531932	intron	NEGR1	257194	NEGR1	257194	1	71668902	4E-6	NHGRI	26198764				Arab
924	Schizophrenia	10873998	intergenic	RPL23P3	100130630	ADGRL4	64123	1	78798120	4E-6	NHGRI	23453885				European
925	Schizophrenia	12723316	intron	LOC101927587	101927587	LOC101927587	101927587	1	83848587	4E-6	NHGRI	26198764				Arab
926	Schizophrenia	12723316	intron	LOC101927560	101927560	LOC101927560	101927560	1	83848587	4E-6	NHGRI	26198764				Arab
927	Schizophrenia	1389724	intergenic	KCNA3	3738	NRBF2P3	643232	1	110814219	4E-6	NHGRI	26198764				Arab
928	Schizophrenia	3767510	intron	CACNA1S	779	CACNA1S	779	1	201075216	4E-6	NHGRI	27846195				European
929	Schizophrenia	56161922	intron	CR1	1378	CR1	1378	1	207636488	4E-6	NHGRI	27846195				European
930	Schizophrenia	13017997	intergenic	MTND5P30	100873266	NR4A2	4929	2	155988248	4E-6	NHGRI	26198764				Arab
931	Schizophrenia	16831047	intergenic	PLCL1	5334	SATB2	23314	2	199145752	4E-6	NHGRI	26198764				Arab
932	Schizophrenia	10932194	intergenic	MIR1302-4	100302130	CREB1	1385	2	207465706	4E-6	NHGRI	26198764				Arab
933	Schizophrenia	1574192	intergenic	OTOS	150677	GPC1	2817	2	240369088	4E-6	NHGRI	19023125				European
934	Schizophrenia	112627313	intergenic	TMEM158	25907	LARS2	23395	3	45288559	4E-6	NHGRI	26198764				Arab
935	Schizophrenia	9836484	intergenic	VDAC1P7	100310839	MRPS17P3	359757	3	77995538	4E-6	NHGRI	19023125				European
936	Schizophrenia	11712112	intergenic	RNA5SP139	100873407	SEC61A1	29927	3	128023522	4E-6	NHGRI	26198764				Arab
937	Schizophrenia	72975629	intergenic	EPHB1	2047	PPP2R3A	5523	3	135767692	4E-6	NHGRI	26198764				Arab
938	Schizophrenia	7700191	intergenic	FLJ20021	90024	BANK1	55024	4	101668126	4E-6	NHGRI	23453885				European
939	Schizophrenia	17039583	intron	COL25A1	84570	COL25A1	84570	4	108959574	4E-6	NHGRI	21688384				European
940	Schizophrenia	182734081	intergenic	FSTL5	56884	MTHFD2P4	100131135	4	162231756	4E-6	NHGRI	27846195				European
941	Schizophrenia	4470690	intergenic	ADAM20P3	644325	ZFP42	132625	4	187800358	4E-6	NHGRI	26821981				European
942	Schizophrenia	10052004	intergenic	GPBP1	65056	SALL4P1	100419717	5	57370673	4E-6	NHGRI	23212062				European
943	Schizophrenia	4084594	intergenic	RNF180	285671	RGS7BP	401190	5	64418618	4E-6	NHGRI	26198764				Arab
944	Schizophrenia	28669119	intron	MEF2C-AS1	101929423	MEF2C-AS1	101929423	5	88909036	4E-6	NHGRI	26198764				Arab
945	Schizophrenia	35123781	intergenic	CXXC5	51523	PSD2	84249	5	139685595	4E-6	NHGRI	26198764				Arab
946	Schizophrenia	17555185	intron	SGCD	6444	SGCD	6444	5	156354547	4E-6	NHGRI	27846195				European
947	Schizophrenia	34411452	nearGene-5	UBLCP1	134510	UBLCP1	134510	5	159261655	4E-6	NHGRI	26198764				Arab
948	Schizophrenia	74757231	intron	TENM2	57451	TENM2	57451	5	168087215	4E-6	NHGRI	27846195				European
949	Schizophrenia	12210050	intergenic	IRF4	3662	EXOC2	55770	6	475489	4E-6	NHGRI	22885689				European
950	Schizophrenia	1046089	missense	PRRC2A	7916	PRRC2A	7916	6	31635190	4E-6	NHGRI	23894747				European
951	Schizophrenia	17684571	intron	DST	667	DST	667	6	56710873	4E-6	NHGRI	26198764				Arab
952	Schizophrenia	9341835	intergenic	LGSN	51557	EEF1B2P5	442227	6	63416275	4E-6	NHGRI	26198764				Arab
953	Schizophrenia	142794624	intergenic	RPS29P13	100271122	VGLL2	245806	6	117132166	4E-6	NHGRI	27846195				European
954	Schizophrenia	6917824	intron	NKAIN2	154215	NKAIN2	154215	6	124021518	4E-6	NHGRI	23894747				European
955	Schizophrenia	7811528	UTR-3	TTYH3	80727	TTYH3	80727	7	2663182	4E-6	NHGRI	26198764				Arab
956	Schizophrenia	447	intron	SEMA3A	10371	SEMA3A	10371	7	84143099	4E-6	NHGRI	23453885				European
957	Schizophrenia	1734907	intergenic	POP7	10248	EPO	2056	7	100717894	4E-6	NHGRI	26198764				Arab
958	Schizophrenia	36109662	intron	LHFPL3	375612	LHFPL3	375612	7	104443254	4E-6	NHGRI	26198764				Arab
959	Schizophrenia	76405237	intron	TMEM178B	100507421	TMEM178B	100507421	7	141271019	4E-6	NHGRI	26198764				Arab
960	Schizophrenia	144759648	intergenic	LMBR1	64327	NOM1	64434	7	156943329	4E-6	NHGRI	26198764				Arab
961	Schizophrenia	7017212	intron	MSRA	4482	MSRA	4482	8	10165428	4E-6	NHGRI	21679298				East Asian
962	Schizophrenia	2977125	intergenic	LINC00681	101409254	KIAA1456	57604	8	12915747	4E-6	NHGRI	26198764				Arab
963	Schizophrenia	4427170	intron	SGCZ	137868	SGCZ	137868	8	14996272	4E-6	NHGRI	23594818				East Asian|Asian
964	Schizophrenia	7002619	intergenic	MSR1	4481	CCT3P1	646440	8	16208048	4E-6	NHGRI	26198764				Arab
965	Schizophrenia	1351356	intergenic	RPS10P16	100271050	EXT1	2131	8	117587883	4E-6	NHGRI	26198764				Arab
966	Schizophrenia	369019574	intergenic	KRT18P24	340460	CHCHD2P9	645345	9	79271833	4E-6	NHGRI	26198764				Arab
967	Schizophrenia	4335177	intergenic	SLC25A6P5	100129319	MIR8081	102465995	9	106581778	4E-6	NHGRI	27846195				European
968	Schizophrenia	1572299	intergenic	TPT1P9	389787	BRINP1	1620	9	118584139	4E-6	NHGRI	19571808				European
969	Schizophrenia	1251350	intergenic	RPL34P19	100271494	KIF5B	3799	10	32004006	4E-6	NHGRI	26198764				Arab
970	Schizophrenia	72793138	intergenic	SNRPEP8	100874423	PCDH15	65217	10	53721128	4E-6	NHGRI	26198764				Arab
971	Schizophrenia	80353807	intron	ZNF365	22891	ZNF365	22891	10	62559780	4E-6	NHGRI	26198764				Arab
972	Schizophrenia	12358815	intron	NRG3	10718	NRG3	10718	10	81908569	4E-6	NHGRI	26821981				European
973	Schizophrenia	11599218	intron	CFAP58	159686	CFAP58	159686	10	104445317	4E-6	NHGRI	26198764				Arab
974	Schizophrenia	10788251	intron	TACC2	10579	TACC2	10579	10	122142449	4E-6	NHGRI	26198764				Arab
975	Schizophrenia	11039131	intergenic	RPS20P26	646660	DDB2	1643	11	47210487	4E-6	NHGRI	26198764				Arab
976	Schizophrenia	2186903	intergenic	SLC35F2	54733	RPLP2P3	643949	11	107885825	4E-6	NHGRI	23453885				European
977	Schizophrenia	1267813	intron	JAM3	83700	JAM3	83700	11	134111180	4E-6	NHGRI	26198764				Arab
978	Schizophrenia	143888465	intron	SCN8A	6334	SCN8A	6334	12	51616324	4E-6	NHGRI	27400856				European
979	Schizophrenia	7358770	intergenic	PGBD3P1	267005	FAM19A2	338811	12	61451443	4E-6	NHGRI	26821981				European
980	Schizophrenia	17766408	intron	RPSAP52	204010	RPSAP52	204010	12	65791310	4E-6	NHGRI	26198764				Arab
981	Schizophrenia	12426725	intron	PPFIA2	8499	PPFIA2	8499	12	81449349	4E-6	NHGRI	22885689				European
982	Schizophrenia	12431204	intergenic	TRPC4	7223	HSPD1P9	646910	13	37876098	4E-6	NHGRI	26198764				Arab
983	Schizophrenia	189688109	intron	ENOX1	55068	ENOX1	55068	13	43442961	4E-6	NHGRI	27846195				European
984	Schizophrenia	9595066	intron	SMIM2-AS1	101929212	SMIM2-AS1	101929212	13	44132132	4E-6	NHGRI	26198764				Arab
985	Schizophrenia	1335882	intergenic	SPATA2P1	100873966	RN7SKP6	100873850	13	56258138	4E-6	NHGRI	26198764				Arab
986	Schizophrenia	59721556	intergenic	SPTLC2	9517	ALKBH1	8846	14	77646050	4E-6	NHGRI	27846195				European
987	Schizophrenia	2144051	intergenic	LINC00618	145249	LINC01550	388011	14	97078236	4E-6	NHGRI	26198764				Arab
988	Schizophrenia	12432904	intergenic	SNORA28	677811	HMGB3P26	100130405	14	103345983	4E-6	NHGRI	26198764				Arab
989	Schizophrenia	75905933	intergenic	MIR211	406993	KLF13	51621	15	31256793	4E-6	NHGRI	26821981				European
990	Schizophrenia	4776059	intron	FAM214A	56204	FAM214A	56204	15	52594765	4E-6	NHGRI	26198764				Arab
991	Schizophrenia	7172342	intron	RORA	6095	RORA	6095	15	61044243	4E-6	NHGRI	23212062				European
992	Schizophrenia	12595305	intergenic	TRR-TCG1-1	100189264	MIR9-3	407051	15	89356393	4E-6	NHGRI	26198764				Arab
993	Schizophrenia	77561866	intergenic	RPL21P119	653737	RNA5SP404	100873656	16	9282898	4E-6	NHGRI	27846195				European
994	Schizophrenia	11864208	nearGene-5	ADCY7	113	ADCY7	113	16	50243303	4E-6	NHGRI	26198764				Arab
995	Schizophrenia	9900497	intron	SLC47A2	146802	SLC47A2	146802	17	19714080	4E-6	NHGRI	27846195				European
996	Schizophrenia	79533578	intron	RNF135	84282	RNF135	84282	17	30998606	4E-6	NHGRI	27846195				European
997	Schizophrenia	79169085	intron	SKAP1	8631	SKAP1	8631	17	48220153	4E-6	NHGRI	26198764				Arab
998	Schizophrenia	2429928	intergenic	CASC17	101928165	LINC01152	102606463	17	71726064	4E-6	NHGRI	27846195				European
999	Schizophrenia	34777351	intergenic	ZNF521	25925	SS18	6760	18	25526259	4E-6	NHGRI	26198764				Arab
1000	Schizophrenia	72963233	intergenic	NOL4	8715	DTNA	1837	18	34349283	4E-6	NHGRI	26198764				Arab
1001	Schizophrenia	4632195	intron	DCC	1630	DCC	1630	18	53220378	4E-6	NHGRI	26198764				Arab
1002	Schizophrenia	337718	intergenic	GTSCR1	220158	CBLN2	147381	18	72107043	4E-6	NHGRI	26198764				Arab
1003	Schizophrenia	4798896	intergenic	LINC01029	101927715	SALL3	27164	18	78152922	4E-6	NHGRI	23212062				European
1004	Schizophrenia	2017387	intron	LOC100287477	100287477	LOC100287477	100287477	19	50065316	4E-6	NHGRI	26821981				European
1005	Schizophrenia	2017387	intron	FLJ26850	400710	FLJ26850	400710	19	50065316	4E-6	NHGRI	26821981				European
1006	Schizophrenia	7267005	intron	PHF20	51230	PHF20	51230	20	35901643	4E-6	NHGRI	27846195				European
1007	Schizophrenia	55970365	intergenic	HSPE1P1	140895	MAFB	9935	20	40096545	4E-6	NHGRI	26198764				Arab
1008	Schizophrenia	7266699	intron	PHACTR3	116154	PHACTR3	116154	20	59678383	4E-6	NHGRI	26198764				Arab
1009	Schizophrenia	67900830	intergenic	CRYAA	1409	LINC00322	100126693	21	43195762	4E-6	NHGRI	26198764				Arab
1010	Schizophrenia	915071	intergenic	NUBPL	80224	ARHGAP5-AS1	84837	14	31964652	4.18E-6	dbGaP	0	2857	21	Genome-Wide Association Study of Schizophrenia	European
1011	Schizophrenia	9651257	intron	FAM69A	388650	FAM69A	388650	1	92919579	4.49E-6	dbGaP	0	2857	21	Genome-Wide Association Study of Schizophrenia	European
1012	Schizophrenia	2162361	intron	RNLS	55328	RNLS	55328	10	88287952	4.54E-6	dbGaP	0	2859	21	Genome-Wide Association Study of Schizophrenia	African American
1013	Schizophrenia	2162361	intron	LOC101929727	101929727	LOC101929727	101929727	10	88287952	4.54E-6	dbGaP	0	2859	21	Genome-Wide Association Study of Schizophrenia	African American
1014	Schizophrenia	10874753	intergenic	SNORA66	26782	MTF2	22823	1	92963530	4.57E-6	dbGaP	0	2857	21	Genome-Wide Association Study of Schizophrenia	European
1015	Schizophrenia	7551222	intron	LRRN2	10446	LRRN2	10446	1	204630167	5E-6	NHGRI	26198764				Arab
1016	Schizophrenia	4669297	intergenic	LINC00299	339789	SNRPEP5	100874413	2	8598773	5E-6	NHGRI	26198764				Arab
1017	Schizophrenia	141216273	intergenic	MIR1301	100302246	DTNB	1838	2	25376303	5E-6	NHGRI	26198764				Arab
1018	Schizophrenia	698761	UTR-3	PREPL	9581	PREPL	9581	2	44320435	5E-6	NHGRI	26821981				European
1019	Schizophrenia	698761	missense	SLC3A1	6519	SLC3A1	6519	2	44320435	5E-6	NHGRI	26821981				European
1020	Schizophrenia	1067352	intron	CAMKMT	79823	CAMKMT	79823	2	44442585	5E-6	NHGRI	26821981				European
1021	Schizophrenia	13020137	intergenic	RAB6C	84084	ARHGAP42P2	100130693	2	129999731	5E-6	NHGRI	26198764				Arab
1022	Schizophrenia	6736848	intergenic	CBX3P6	642721	MTND2P20	100873226	2	155012155	5E-6	NHGRI	26198764				Arab
1023	Schizophrenia	1561296	intron	LOC101927741	101927741	LOC101927741	101927741	2	200443394	5E-6	NHGRI	26198764				Arab
1024	Schizophrenia	1561296	intron	SPATS2L	26010	SPATS2L	26010	2	200443394	5E-6	NHGRI	26198764				Arab
1025	Schizophrenia	2675968	intron	C2orf82	389084	C2orf82	389084	2	232871534	5E-6	NHGRI	23453885				European
1026	Schizophrenia	1516570	intron	GRM7	2917	GRM7	2917	3	6963334	5E-6	NHGRI	26198764				Arab
1027	Schizophrenia	9879311	intron	ATP2B2	491	ATP2B2	491	3	10373659	5E-6	NHGRI	26198764				Arab
1028	Schizophrenia	1858740	intron	XYLB	9942	XYLB	9942	3	38396881	5E-6	NHGRI	26198764				Arab
1029	Schizophrenia	6765687	intron	GLT8D1	55830	GLT8D1	55830	3	52699090	5E-6	NHGRI	23453885				European
1030	Schizophrenia	6549358	intergenic	HMGB1P36	100419968	FOXP1	27086	3	70803555	5E-6	NHGRI	26198764				Arab
1031	Schizophrenia	59888335	intergenic	HNRNPA3P8	100129557	GBE1	2632	3	80610899	5E-6	NHGRI	26198764				Arab
1032	Schizophrenia	17203055	intron	ARHGAP31	57514	ARHGAP31	57514	3	119365484	5E-6	NHGRI	23894747				European
1033	Schizophrenia	111916630	intergenic	NPM1P28	646849	HNRNPA1P20	344741	3	147592931	5E-6	NHGRI	27846195				European
1034	Schizophrenia	7610761	intron	LPP	4026	LPP	4026	3	188467141	5E-6	NHGRI	26198764				Arab
1035	Schizophrenia	12511747	intergenic	ZBTB49	166793	NSG1	27065	4	4370929	5E-6	NHGRI	26821981				European
1036	Schizophrenia	17407555	intergenic	RAF1P1	348910	ZNF518B	85460	4	10273370	5E-6	NHGRI	21688384				European
1037	Schizophrenia	13110633	intergenic	SLAIN2	57606	SLC10A4	201780	4	48468279	5E-6	NHGRI	26198764				Arab
1038	Schizophrenia	77730715	intron	CWH43	80157	CWH43	80157	4	49027406	5E-6	NHGRI	27846195				European
1039	Schizophrenia	13119516	intron	BANK1	55024	BANK1	55024	4	101920448	5E-6	NHGRI	26198764				Arab
1040	Schizophrenia	1546044	intron	NR3C2	4306	NR3C2	4306	4	148411792	5E-6	NHGRI	26198764				Arab
1041	Schizophrenia	7675231	intergenic	RNA5SP171	100873436	PHBP14	100873751	4	167404683	5E-6	NHGRI	27846195				European
1042	Schizophrenia	11731175	intergenic	HSPA8P12	100420038	HSP90AA4P	3323	4	188940097	5E-6	NHGRI	23453885				European
1043	Schizophrenia	2560471	intergenic	ICE1	23379	HMGB3P3	100419949	5	5811952	5E-6	NHGRI	27846195				European
1044	Schizophrenia	144223816	intergenic	HCN1	348980	EMB	133418	5	45835157	5E-6	NHGRI	26198764				Arab
1045	Schizophrenia	73105738	intron	ARHGEF28	64283	ARHGEF28	64283	5	73931380	5E-6	NHGRI	27846195				European
1046	Schizophrenia	12519062	intron	LOC101929710	101929710	LOC101929710	101929710	5	96170382	5E-6	NHGRI	26198764				Arab
1047	Schizophrenia	78392994	intron	FER	2241	FER	2241	5	108953202	5E-6	NHGRI	26198764				Arab
1048	Schizophrenia	77421486	intergenic	RPS15P6	391845	RPL21P59	100271174	5	165690456	5E-6	NHGRI	26198764				Arab
1049	Schizophrenia	41268902	intron	TNXB	7148	TNXB	7148	6	32103231	5E-6	NHGRI	26198764				Arab
1050	Schizophrenia	4530903	intergenic	HLA-DRB1	3123	HLA-DQA1	3117	6	32614112	5E-6	NHGRI	23212062				European
1051	Schizophrenia	16869652	intergenic	MLN	4295	LINC01016	100507584	6	33883396	5E-6	NHGRI	22885689				European
1052	Schizophrenia	12195417	intergenic	ME1	4199	PRSS35	167681	6	83463309	5E-6	NHGRI	26198764				Arab
1053	Schizophrenia	117488988	intergenic	MANEA	79694	KRT18P50	442236	6	95898699	5E-6	NHGRI	26198764				Arab
1054	Schizophrenia	6911131	intergenic	FUCA2	2519	PHACTR2	9749	6	143544084	5E-6	NHGRI	27846195				European
1055	Schizophrenia	1107592	intron	MAD1L1	8379	MAD1L1	8379	7	2001797	5E-6	NHGRI	23453885				European
1056	Schizophrenia	7799006	intron	FTSJ2	29960	FTSJ2	29960	7	2238591	5E-6	NHGRI	23453885				European
1057	Schizophrenia	2189246	intron	PCLO	27445	PCLO	27445	7	82815056	5E-6	NHGRI	26198764				Arab
1058	Schizophrenia	147692810	intron	STEAP2-AS1	100874100	STEAP2-AS1	100874100	7	89924805	5E-6	NHGRI	27846195				European
1059	Schizophrenia	12540205	intron	ATXN7L1	222255	ATXN7L1	222255	7	105670146	5E-6	NHGRI	26198764				Arab
1060	Schizophrenia	4731662	ncRNA	LOC100128325	100128325	LOC100128325	100128325	7	130142537	5E-6	NHGRI	26821981				European
1061	Schizophrenia	10247392	intron	CALD1	800	CALD1	800	7	134883505	5E-6	NHGRI	27846195				European
1062	Schizophrenia	10255295	intergenic	MIR4468	100616226	RPS17P12	442726	7	138174020	5E-6	NHGRI	23453885				European
1063	Schizophrenia	12682527	intergenic	TMEM97P2	724059	GFRA2	2675	8	21463493	5E-6	NHGRI	26198764				Arab
1064	Schizophrenia	13276960	intergenic	AZIN1	51582	RPL5P24	100270841	8	102895776	5E-6	NHGRI	26198764				Arab
1065	Schizophrenia	11784536	intergenic	FAM83H-AS1	100128338	SCRIB	23513	8	143756977	5E-6	NHGRI	26198764				Arab
1066	Schizophrenia	3006553	intergenic	CKS1BP2	246714	KIAA1462	57608	10	29800065	5E-6	NHGRI	27846195				European
1067	Schizophrenia	61854820	intergenic	GAPDHP21	389970	ZWINT	11130	10	56294881	5E-6	NHGRI	27846195				European
1068	Schizophrenia	16915157	intron	ANK3	288	ANK3	288	10	60586880	5E-6	NHGRI	21926974				European
1069	Schizophrenia	703970	intron	ZMIZ1	57178	ZMIZ1	57178	10	79193379	5E-6	NHGRI	23453885				European
1070	Schizophrenia	1863824	intron	GRID1	2894	GRID1	2894	10	86353182	5E-6	NHGRI	26198764				Arab
1071	Schizophrenia	975752	intergenic	SPCS2P2	644573	ERLIN1	10613	10	100146576	5E-6	NHGRI	26198764				Arab
1072	Schizophrenia	181500	intergenic	PDZD8	118987	EMX2OS	196047	10	117422360	5E-6	NHGRI	22688191				European
1073	Schizophrenia	4757144	intron	ARNTL	406	ARNTL	406	11	13309679	5E-6	NHGRI	23358160				European
1074	Schizophrenia	1447514	intron	SLC17A6	57084	SLC17A6	57084	11	22340750	5E-6	NHGRI	27846195				European
1075	Schizophrenia	117509195	intron	LINC00301	283197	LINC00301	283197	11	60619545	5E-6	NHGRI	26198764				Arab
1076	Schizophrenia	4945082	intron	LOC100506127	100506127	LOC100506127	100506127	11	76401041	5E-6	NHGRI	27846195				European
1077	Schizophrenia	7948661	intron	KMT2A	4297	KMT2A	4297	11	118470934	5E-6	NHGRI	23453885				European
1078	Schizophrenia	73044404	intron	CACNA1C	775	CACNA1C	775	12	2026283	5E-6	NHGRI	26198764				Arab
1079	Schizophrenia	11063421	intergenic	KCNA1	3736	KCNA5	3741	12	4949227	5E-6	NHGRI	26198764				Arab
1080	Schizophrenia	4459386	intron	LIMA1	51474	LIMA1	51474	12	50201164	5E-6	NHGRI	26198764				Arab
1081	Schizophrenia	9512730	intergenic	RNU6-63P	100873768	LNX2	222484	13	27503007	5E-6	NHGRI	18347602				Asian|African|European|African American|Indian American|Hispanic
1082	Schizophrenia	145463728	intron	ENOX1	55068	ENOX1	55068	13	43665045	5E-6	NHGRI	27846195				European
1083	Schizophrenia	78547569	intron	CCDC122	160857	CCDC122	160857	13	43866062	5E-6	NHGRI	27846195				European
1084	Schizophrenia	9317639	intron	PCDH9	5101	PCDH9	5101	13	67112708	5E-6	NHGRI	26198764				Arab
1085	Schizophrenia	10133111	UTR-3	TRAF3	7187	TRAF3	7187	14	102910984	5E-6	NHGRI	19023125				European
1086	Schizophrenia	6083	missense	LIPC	3990	LIPC	3990	15	58545811	5E-6	NHGRI	26198764				Arab
1087	Schizophrenia	2957613	intron	SCAPER	49855	SCAPER	49855	15	76408248	5E-6	NHGRI	26198764				Arab
1088	Schizophrenia	12449000	intron	FANCA	2175	FANCA	2175	16	89806562	5E-6	NHGRI	26198764				Arab
1089	Schizophrenia	7221595	intron	ZZEF1	23140	ZZEF1	23140	17	4104300	5E-6	NHGRI	24039173				European
1090	Schizophrenia	80282661	intergenic	ELAC2	60528	HS3ST3A1	9955	17	13348756	5E-6	NHGRI	27400856				European
1091	Schizophrenia	117202297	intergenic	MMD	23531	TMEM100	55273	17	55691674	5E-6	NHGRI	27400856				European
1092	Schizophrenia	11082490	intron	SIGLEC15	284266	SIGLEC15	284266	18	45832663	5E-6	NHGRI	27846195				European
1093	Schizophrenia	11082490	intron	EPG5	57724	EPG5	57724	18	45832663	5E-6	NHGRI	27846195				European
1094	Schizophrenia	73506161	intron	ADGRE3	84658	ADGRE3	84658	19	14643177	5E-6	NHGRI	27846195				European
1095	Schizophrenia	220519	UTR-3	ARHGAP40	343578	ARHGAP40	343578	20	38650612	5E-6	NHGRI	26198764				Arab
1096	Schizophrenia	11439302	intergenic	RBMX2P1	100128341	NRIP1	8204	21	14869413	5E-6	NHGRI	27846195				European
1097	Schizophrenia	363598	intron	GRIK1	2897	GRIK1	2897	21	29640839	5E-6	NHGRI	23453885				European
1098	Schizophrenia	2298450	intron	DOPEY2	9980	DOPEY2	9980	21	36251149	5E-6	NHGRI	26198764				Arab
1099	Schizophrenia	150863502	intergenic	IGLC7	28834	RSPH14	27156	22	23029925	5E-6	NHGRI	27846195				European
1100	Schizophrenia	151233144	intron	LOC284930	284930	LOC284930	284930	22	47765137	5E-6	NHGRI	27846195				European
1101	Schizophrenia	1851196	intron	ERBB4	2066	ERBB4	2066	2	211605895	5.11E-6	dbGaP	0	2859	21	Genome-Wide Association Study of Schizophrenia	African American
1102	Schizophrenia	35183060	intron	FAM69A	388650	FAM69A	388650	1	92881371	5.5E-6	dbGaP	0	2857	21	Genome-Wide Association Study of Schizophrenia	European
1103	Schizophrenia	11258317	intergenic	LOC399716	399716	PRKCQ	5588	10	6365775	5.61E-6	dbGaP	0	2857	21	Genome-Wide Association Study of Schizophrenia	European
1104	Schizophrenia	12138061	intron	ELAVL4	1996	ELAVL4	1996	1	50106424	6E-6	NHGRI	26198764				Arab
1105	Schizophrenia	12129731	intron	LOC729987	729987	LOC729987	729987	1	98222135	6E-6	NHGRI	26198764				Arab
1106	Schizophrenia	34252091	intergenic	RNA5SP73	100873307	BRINP3	339479	1	189924464	6E-6	NHGRI	27846195				European
