region	gene_symbol	mult_matches	pos_hg19	chr	start	end	seqnames	width	strand	method	gene_id	gene_strand	distToGene	X3UTR	X5UTR	exon	intergenic	intron	promoter	annoClass	id	by_col	gene_symbol_uncorrected	hgnc_id	approved_symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit.trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	download_url	download_date	gene_symbol_corrected_reason
chr9:93650796-93650909	SYK	NO	chr9:93650796-93650909	chr9	93650796	93650909	chr9	114	*	polyA	ENSG00000165025.10	+	0	0	0	1	0	1	0	exonIntron	chr9:93650796-93650909	ENSG00000165025	SYK	HGNC:11491	SYK	spleen associated tyrosine kinase	protein-coding gene	gene with protein product	Approved	9q22.2	09q22.2	NA	NA	NA	spleen tyrosine kinase	SH2 domain containing|Syk family tyrosine kinases	741|1464	1994-12-13	NA	2016-06-15	2016-10-05	6850	OTTHUMG00000020200	uc004aqz.4	L28824	NM_001135052	CCDS6688|CCDS47992	P43405	8082894|1423621	MGI:99515	RGD:3796	NA	SYK	600085	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:2230	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr3:194790550-194790789	XXYLT1	NO	chr3:194790550-194790789	chr3	194790550	194790789	chr3	240	*	polyA	ENSG00000173950.11	-	0	1	0	1	0	0	0	strictExonic	chr3:194790550-194790789	ENSG00000173950	XXYLT1	HGNC:26639	XXYLT1	xyloside xylosyltransferase 1	protein-coding gene	gene with protein product	Approved	3q29	03q29	FLJ35155	NA	C3orf21	chromosome 3 open reading frame 21	Glycosyltransferase family 8	436	2005-02-07	2011-10-19	2011-10-19	2017-11-23	152002	OTTHUMG00000155915	uc003fum.5	AK075551	NM_152531	CCDS43188|CCDS77874	Q8NBI6	22117070	MGI:2146443	RGD:1308154	NA	XXYLT1	614552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.4.2.n3	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr12:94961354-94961544	TMCC3	NO	chr12:94961354-94961544	chr12	94961354	94961544	chr12	191	*	polyA	ENSG00000057704.6	-	0	1	0	0	0	0	0	3UTR	chr12:94961354-94961544	ENSG00000057704	TMCC3	HGNC:29199	TMCC3	transmembrane and coiled-coil domain family 3	protein-coding gene	gene with protein product	Approved	12q22	12q22	KIAA1145	NA	NA	transmembrane and coiled-coil domains 3	Transmembrane and coiled-coil domain containing	774	2005-01-21	NA	2005-07-13	2016-11-10	57458	OTTHUMG00000170225	uc001tdj.3	AB032971	NM_020698	CCDS31877|CCDS73506	Q9ULS5	10574461	MGI:2442900	RGD:1307241	NA	TMCC3	617459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr7:26779505-26779583	SKAP2	NO	chr7:26779505-26779583	chr7	26779505	26779583	chr7	79	*	polyA	ENSG00000005020.8	-	0	0	1	0	0	1	0	strictIntronic	chr7:26779505-26779583	ENSG00000005020	SKAP2	HGNC:15687	SKAP2	src kinase associated phosphoprotein 2	protein-coding gene	gene with protein product	Approved	7p15.2	07p15.2	RA70|SKAP-HOM|SKAP55R|SAPS	NA	SCAP2	src family associated phosphoprotein 2	Pleckstrin homology domain containing	682	2001-07-19	2006-09-28	2006-09-28	2014-11-19	8935	OTTHUMG00000023495	uc003syc.4	NA	NM_001303468	CCDS5400	O75563	9837776|9755858	MGI:1889206	RGD:620159	NA	SKAP2	605215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr17:27897550-27897833	TP53I13	NO	chr17:27897550-27897833	chr17	27897550	27897833	chr17	284	*	polyA	ENSG00000167543.11	+	0	0	0	1	0	0	1	strictExonic	chr17:27897550-27897833	ENSG00000167543	TP53I13	HGNC:25102	TP53I13	tumor protein p53 inducible protein 13	protein-coding gene	gene with protein product	Approved	17q11.2	17q11.2	DSCP1	NA	NA	NA	NA	NA	2006-01-16	NA	NA	2014-11-19	90313	OTTHUMG00000179723	uc002hee.4	AK075341	NM_138349	CCDS42289	Q8NBR0	14767535	MGI:1915125	RGD:1559818	NA	TP53I13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr7:100457771-100457854	SLC12A9	NO	chr7:100457771-100457854	chr7	100457771	100457854	chr7	84	*	polyA	ENSG00000146828.13	+	0	1	0	1	0	0	0	strictExonic	chr7:100457771-100457854	ENSG00000146828	SLC12A9	HGNC:17435	SLC12A9	solute carrier family 12 member 9	protein-coding gene	gene with protein product	Approved	7q22.1	07q22.1	CIP1	cation-chloride cotransporter-interacting protein	NA	NA	Solute carriers	752	2003-07-25	NA	2016-02-17	2016-10-05	56996	OTTHUMG00000156045	uc003uwp.5	AF284422	NM_020246	CCDS5707|CCDS59068|CCDS59069	Q9BXP2	10871601|11239002	MGI:1933532	RGD:620747	NA	SLC12A9	616861	NA	NA	NA	SLC12A9	NA	NA	NA	NA	NA	objectId:976	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr11:10019812-10019926	SBF2	NO	chr11:10019812-10019926	chr11	10019812	10019926	chr11	115	*	polyA	ENSG00000133812.10	-	0	0	0	1	0	1	0	exonIntron	chr11:10019812-10019926	ENSG00000133812	SBF2	HGNC:2135	SBF2	SET binding factor 2	protein-coding gene	gene with protein product	Approved	11p15.4	11p15.4	KIAA1766|MTMR13|DENND7B	myotubularin related 13	CMT4B2	Charcot-Marie-Tooth neuropathy 4B2 (autosomal recessive, with myelin outfolding)|DENN/MADD domain containing 7B	DENN/MADD domain containing|Pleckstrin homology domain containing|Myotubularins	504|682|903	1999-10-29	2004-11-12	2004-11-12	2018-12-06	81846	OTTHUMG00000165890	uc001mib.2	AB051553	NM_030962	CCDS31427	Q86WG5	10644431	MGI:1921831	RGD:1588657	Inherited Peripheral Neuropathies Mutation Database|http://www.molgen.ua.ac.be/CMTMutations/|LRG_267|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_267.xml	SBF2	607697	NA	NA	NA	NA	118482	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr19:18478007-18478144	PGPEP1	NO	chr19:18478007-18478144	chr19	18478007	18478144	chr19	138	*	polyA	ENSG00000130517.9	+	0	1	0	0	0	0	0	3UTR	chr19:18478007-18478144	ENSG00000130517	PGPEP1	HGNC:13568	PGPEP1	pyroglutamyl-peptidase I	protein-coding gene	gene with protein product	Approved	19p13.11	19p13.11	PGP-I|Pcp|PGP|PGPI	pyroglutamyl aminopeptidase	NA	NA	NA	NA	2001-01-26	NA	NA	2015-08-25	54858	OTTHUMG00000183358	uc002nis.2	AJ278828	NM_017712	CCDS12375|CCDS74314|CCDS77264|CCDS82319	Q9NXJ5	NA	MGI:1913772	RGD:1303133	NA	PGPEP1	610694	NA	NA	NA	NA	NA	NA	NA	C15.010	NA	NA	NA	NA	NA	NA	3.4.19.3	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr3:121826416-121826832	CD86	NO	chr3:121826416-121826832	chr3	121826416	121826832	chr3	417	*	polyA	ENSG00000114013.11	+	0	0	0	0	0	1	0	strictIntronic	chr3:121826416-121826832	ENSG00000114013	CD86	HGNC:1705	CD86	CD86 molecule	protein-coding gene	gene with protein product	Approved	3q13.33	03q13.33	B7.2|B7-2	B-lymphocyte antigen B7-2	CD28LG2	CD86 antigen (CD28 antigen ligand 2, B7-2 antigen)	CD molecules|V-set domain containing|Immunoglobulin like domain containing	471|590|594	1994-12-07	NA	2006-03-28	2016-10-05	942	OTTHUMG00000159482	uc003eet.4	NA	NM_006889	CCDS3009|CCDS43138|CCDS56272|CCDS56273|CCDS74991	P42081	7513726	MGI:101773	RGD:628714	NA	CD86	601020	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:2745	NA	NA	CD86	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr17:42424561-42424728	GRN	NO	chr17:42424561-42424728	chr17	42424561	42424728	chr17	168	*	polyA	ENSG00000030582.12	+	0	0	0	0	0	1	0	strictIntronic	chr17:42424561-42424728	ENSG00000030582	GRN	HGNC:4601	GRN	granulin precursor	protein-coding gene	gene with protein product	Approved	17q21.31	17q21.31	PCDGF|PGRN|CLN11	progranulin	NA	NA	NA	NA	1992-11-30	NA	2016-10-05	2018-12-06	2896	OTTHUMG00000181816	uc002igp.3	M75161	NM_002087	CCDS11483	P28799	1417868|9826678	MGI:95832	RGD:61983	LRG_661|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_661.xml	GRN	138945	NA	NA	NA	NA	168073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr10:135049463-135049933	VENTX	NO	chr10:135049463-135049933	chr10	135049463	135049933	chr10	471	*	polyA	ENSG00000151650.7	+	974	0	0	0	0	0	1	promoter	chr10:135049463-135049933	ENSG00000151650	VENTX	HGNC:13639	VENTX	VENT homeobox	protein-coding gene	gene with protein product	Approved	10q26.3	10q26.3	HPX42B	NA	VENTX2	VENT-like homeobox 2|VENT homeobox homolog (Xenopus laevis)	NKL subclass homeoboxes and pseudogenes	519	2001-08-23	2005-09-27	2011-06-01	2014-11-18	27287	OTTHUMG00000019307	uc010quy.3	AF068006	NM_014468	CCDS7675	O95231	10790436	NA	NA	NA	VENTX	607158	NA	8558	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr11:64139187-64139645	RPS6KA4	NO	chr11:64139187-64139645	chr11	64139187	64139645	chr11	459	*	polyA	ENSG00000162302.8	+	0	1	0	0	0	0	0	3UTR	chr11:64139187-64139645	ENSG00000162302	RPS6KA4	HGNC:10433	RPS6KA4	ribosomal protein S6 kinase A4	protein-coding gene	gene with protein product	Approved	11q13.1	11q13.1	RSK-B|MSK2	NA	NA	ribosomal protein S6 kinase, 90kD, polypeptide 4	Mitogen-activated protein kinase-activated protein kinases|AGC family kinases	1156|1625	1999-03-10	NA	2016-03-01	2016-10-05	8986	OTTHUMG00000046094	uc001oae.4	AJ010119	NM_003942	CCDS8073|CCDS73313	O75676	9792677|9687510	MGI:1930076	RGD:1307277	NA	RPS6KA4	603606	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:1524	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr6:17796899-17797051	KIF13A	NO	chr6:17796899-17797051	chr6	17796899	17797051	chr6	153	*	polyA	ENSG00000137177.14	-	0	0	0	1	0	0	1	strictExonic	chr6:17796899-17797051	ENSG00000137177	KIF13A	HGNC:14566	KIF13A	kinesin family member 13A	protein-coding gene	gene with protein product	Approved	6p22.3	06p22.3	bA500C11.2	NA	NA	NA	Kinesins	622	2001-02-08	NA	NA	2016-10-05	63971	OTTHUMG00000014313	uc003ncg.5	AJ291578	NM_001105566	CCDS47380|CCDS47381|CCDS54967|CCDS54968|CCDS58998	Q9H1H9	11106728	MGI:1098264	RGD:1307825	NA	KIF13A	605433	NA	NA	NA	NA	470552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr12:32734893-32735401	FGD4	NO	chr12:32734893-32735401	chr12	32734893	32735401	chr12	509	*	polyA	ENSG00000139132.10	+	0	0	1	0	0	0	1	promoter	chr12:32734893-32735401	ENSG00000139132	FGD4	HGNC:19125	FGD4	FYVE, RhoGEF and PH domain containing 4	protein-coding gene	gene with protein product	Approved	12p11.21	12p11.21	FRABP|frabin|ZFYVE6|CMT4H	NA	NA	FGD1 family, member 4	Zinc fingers FYVE-type|Pleckstrin homology domain containing|Rho guanine nucleotide exchange factors	81|682|722	2003-11-25	NA	2004-08-24	2018-12-06	121512	OTTHUMG00000137374	uc001rkz.5	AK057294	NM_139241	CCDS8727|CCDS76544|CCDS76545|CCDS81679	Q96M96	11527409	MGI:2183747	RGD:708357	LRG_240|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_240.xml	FGD4	611104	NA	NA	NA	NA	138570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr11:10024132-10024236	SBF2	NO	chr11:10024132-10024236	chr11	10024132	10024236	chr11	105	*	polyA	ENSG00000133812.10	-	0	0	0	1	0	0	0	strictExonic	chr11:10024132-10024236	ENSG00000133812	SBF2	HGNC:2135	SBF2	SET binding factor 2	protein-coding gene	gene with protein product	Approved	11p15.4	11p15.4	KIAA1766|MTMR13|DENND7B	myotubularin related 13	CMT4B2	Charcot-Marie-Tooth neuropathy 4B2 (autosomal recessive, with myelin outfolding)|DENN/MADD domain containing 7B	DENN/MADD domain containing|Pleckstrin homology domain containing|Myotubularins	504|682|903	1999-10-29	2004-11-12	2004-11-12	2018-12-06	81846	OTTHUMG00000165890	uc001mib.2	AB051553	NM_030962	CCDS31427	Q86WG5	10644431	MGI:1921831	RGD:1588657	Inherited Peripheral Neuropathies Mutation Database|http://www.molgen.ua.ac.be/CMTMutations/|LRG_267|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_267.xml	SBF2	607697	NA	NA	NA	NA	118482	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr1:28208215-28209554	THEMIS2	NO	chr1:28208215-28209554	chr1	28208215	28209554	chr1	1340	*	polyA	ENSG00000130775.11	+	0	0	0	1	0	0	1	strictExonic	chr1:28208215-28209554	ENSG00000130775	THEMIS2	HGNC:16839	THEMIS2	thymocyte selection associated family member 2	protein-coding gene	gene with protein product	Approved	1p35.3	01p35.3	ICB-1|Icb-1	induced by contact to basement membrane 1	C1orf38	chromosome 1 open reading frame 38	NA	NA	2003-01-16	2012-07-10	2012-07-10	2016-10-05	9473	OTTHUMG00000003735	uc001bpc.6	AF044896	NM_004848	CCDS30653|CCDS30654|CCDS41290|CCDS65461	Q5TEJ8	16219472	MGI:2446213	RGD:1561016	NA	NA	617856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr11:122681858-122682079	UBASH3B	NO	chr11:122681858-122682079	chr11	122681858	122682079	chr11	222	*	polyA	ENSG00000154127.5	+	0	1	0	0	0	0	0	3UTR	chr11:122681858-122682079	ENSG00000154127	UBASH3B	HGNC:29884	UBASH3B	ubiquitin associated and SH3 domain containing B	protein-coding gene	gene with protein product	Approved	11q24.1	11q24.1	KIAA1959|STS-1|TULA2|TULA-2	SH3 domain-containing 70 kDa protein, suppressor of T-cell receptor signaling 1, nm23-phosphorylated unknown substrate|T-cell ubiquitin ligand 2	NA	NA	Protein phosphatases	703	2007-12-07	NA	2010-04-28	2017-03-10	84959	OTTHUMG00000166025	uc001pyi.5	AB075839	NM_032873	CCDS31694	Q8TF42	11853319|12370296|23784775	MGI:1920078	RGD:1310357	NA	UBASH3B	609201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr12:57605532-57605597	LRP1	NO	chr12:57605532-57605597	chr12	57605532	57605597	chr12	66	*	polyA	ENSG00000123384.9	+	0	0	0	1	0	1	0	exonIntron	chr12:57605532-57605597	ENSG00000123384	LRP1	HGNC:6692	LRP1	LDL receptor related protein 1	protein-coding gene	gene with protein product	Approved	12q13.3	12q13.3	LRP|CD91|LRP1A|APOER	transforming growth factor-β receptor type V	APR|A2MR|IGFBP3R1|IGFBP-3R	alpha-2-macroglobulin receptor|low density lipoprotein receptor-related protein 1	CD molecules|Low density lipoprotein receptors	471|634	1991-08-21	NA	2015-11-13	2018-04-24	4035	OTTHUMG00000044412	uc001snd.4	X13916	NM_002332	CCDS8932	Q07954	2548950	MGI:96828	RGD:1307535	NA	LRP1	107770	NA	NA	NA	NA	448482	NA	NA	NA	NA	NA	NA	NA	CD91	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr5:150838348-150838496	SLC36A1	NO	chr5:150838348-150838496	chr5	150838348	150838496	chr5	149	*	polyA	ENSG00000123643.8	+	0	0	1	1	0	1	0	exonIntron	chr5:150838348-150838496	ENSG00000123643	SLC36A1	HGNC:18761	SLC36A1	solute carrier family 36 member 1	protein-coding gene	gene with protein product	Approved	5q33.1	05q33.1	LYAAT-1|PAT1|TRAMD3	NA	NA	solute carrier family 36 (proton/amino acid symporter), member 1	Solute carriers	752	2002-10-11	NA	2016-02-17	2016-02-17	206358	OTTHUMG00000130125	uc063ivf.1	AK057340	NM_078483	CCDS4316|CCDS78073|CCDS83035	Q7Z2H8	11959859|11390972	MGI:2445299	RGD:619801	NA	SLC36A1	606561	NA	NA	NA	SLC36A1	NA	NA	NA	NA	NA	objectId:1161	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr19:8558041-8558322	PRAM1	NO	chr19:8558041-8558322	chr19	8558041	8558322	chr19	282	*	polyA	ENSG00000133246.7	-	0	0	0	0	0	0	1	promoter	chr19:8558041-8558322	ENSG00000133246	PRAM1	HGNC:30091	PRAM1	PML-RARA regulated adaptor molecule 1	protein-coding gene	gene with protein product	Approved	19p13.2	19p13.2	PML-RAR	NA	NA	NA	NA	NA	2005-07-04	NA	NA	2016-04-25	84106	OTTHUMG00000167924	uc002mkd.4	BC028012	NM_032152	CCDS45954	Q96QH2	11301322|15572693	MGI:3576625	RGD:1564330	NA	PRAM1	606466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr8:17078963-17079485	ZDHHC2	NO	chr8:17078963-17079485	chr8	17078963	17079485	chr8	523	*	polyA	ENSG00000104219.8	+	0	1	0	0	0	0	0	3UTR	chr8:17078963-17079485	ENSG00000104219	ZDHHC2	HGNC:18469	ZDHHC2	zinc finger DHHC-type containing 2	protein-coding gene	gene with protein product	Approved	8p22	08p22	ZNF372|DHHC2	NA	NA	NA	Zinc fingers DHHC-type	76	2002-04-04	NA	2016-02-12	2017-02-20	51201	OTTHUMG00000163860	uc003wxe.4	AB023584	NM_016353	CCDS47810	Q9UIJ5	10918388	MGI:1923452	RGD:628681	NA	ZDHHC2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr4:114473186-114473252	CAMK2D	NO	chr4:114473186-114473252	chr4	114473186	114473252	chr4	67	*	polyA	ENSG00000145349.12	-	0	0	0	1	0	1	0	exonIntron	chr4:114473186-114473252	ENSG00000145349	CAMK2D	HGNC:1462	CAMK2D	calcium/calmodulin dependent protein kinase II delta	protein-coding gene	gene with protein product	Approved	4q26	04q26	NA	NA	CAMKD	calcium/calmodulin-dependent protein kinase (CaM kinase) II delta	Calmodulin dependent protein kinases	1630	1993-11-24	NA	2016-04-06	2016-04-06	817	OTTHUMG00000132910	uc003ibk.3	U50361	NM_001221	CCDS3703|CCDS3704|CCDS43263|CCDS47127|CCDS54797|CCDS82948|CCDS82949|CCDS82950	Q13557	NA	MGI:1341265	RGD:2263	NA	CAMK2D	607708	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:1558	NA	NA	NA	NA	2.7.11.17	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr11:65346548-65346606	EHBP1L1	NO	chr11:65346548-65346606	chr11	65346548	65346606	chr11	59	*	polyA	ENSG00000173442.7	+	0	0	0	1	0	1	0	exonIntron	chr11:65346548-65346606	ENSG00000173442	EHBP1L1	HGNC:30682	EHBP1L1	EH domain binding protein 1 like 1	protein-coding gene	gene with protein product	Approved	11q13.1	11q13.1	DKFZp762C186|TANGERIN	NA	NA	NA	NT-C2 domain containing	1537	2004-08-26	NA	2015-11-10	2018-11-15	254102	OTTHUMG00000166520	uc001oeo.5	AL834433	NM_001099409	CCDS44649	Q8N3D4	NA	MGI:3612340	RGD:1563823	NA	EHBP1L1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr12:57590764-57590948	LRP1	NO	chr12:57590764-57590948	chr12	57590764	57590948	chr12	185	*	polyA	ENSG00000123384.9	+	0	0	0	1	0	1	0	exonIntron	chr12:57590764-57590948	ENSG00000123384	LRP1	HGNC:6692	LRP1	LDL receptor related protein 1	protein-coding gene	gene with protein product	Approved	12q13.3	12q13.3	LRP|CD91|LRP1A|APOER	transforming growth factor-β receptor type V	APR|A2MR|IGFBP3R1|IGFBP-3R	alpha-2-macroglobulin receptor|low density lipoprotein receptor-related protein 1	CD molecules|Low density lipoprotein receptors	471|634	1991-08-21	NA	2015-11-13	2018-04-24	4035	OTTHUMG00000044412	uc001snd.4	X13916	NM_002332	CCDS8932	Q07954	2548950	MGI:96828	RGD:1307535	NA	LRP1	107770	NA	NA	NA	NA	448482	NA	NA	NA	NA	NA	NA	NA	CD91	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr15:95013561-95013671	MCTP2	NO	chr15:95013561-95013671	chr15	95013561	95013671	chr15	111	*	polyA	ENSG00000140563.10	+	0	1	0	0	0	1	0	strictIntronic	chr15:95013561-95013671	ENSG00000140563	MCTP2	HGNC:25636	MCTP2	multiple C2 and transmembrane domain containing 2	protein-coding gene	gene with protein product	Approved	15q26.2	15q26.2	FLJ11175|FLJ33303	NA	NA	multiple C2 domains, transmembrane 2	Multiple C2 and transmembrane domain containing	826	2005-11-07	NA	2016-06-28	2016-06-28	55784	OTTHUMG00000171751	uc002btj.4	AK002037	NM_018349	CCDS32338|CCDS53975|CCDS53976	Q6DN12	15528213	MGI:2685335	RGD:1562967	NA	MCTP2	616297	NA	NA	NA	NA	369806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr14:93126991-93127805	RIN3	NO	chr14:93126991-93127805	chr14	93126991	93127805	chr14	815	*	polyA	ENSG00000100599.11	+	0	0	0	0	0	1	0	strictIntronic	chr14:93126991-93127805	ENSG00000100599	RIN3	HGNC:18751	RIN3	Ras and Rab interactor 3	protein-coding gene	gene with protein product	Approved	14q32.13	14q32.13	FLJ22439	NA	NA	NA	VPS9 domain containing	928	2002-09-11	NA	NA	2015-08-25	79890	OTTHUMG00000171198	uc001yap.4	BC025248	NM_001319987	CCDS32144	Q8TB24	11733506	MGI:2385708	RGD:1305849	NA	RIN3	610223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr16:17196720-17202874	XYLT1	NO	chr16:17196720-17202874	chr16	17196720	17202874	chr16	6155	*	polyA	ENSG00000103489.7	-	0	1	0	1	0	0	0	strictExonic	chr16:17196720-17202874	ENSG00000103489	XYLT1	HGNC:15516	XYLT1	xylosyltransferase 1	protein-coding gene	gene with protein product	Approved	16p12.3	16p12.3	XT-I|PXYLT1	protein xylosyltransferase 1	NA	xylosyltransferase I	Glucosaminyl (N-acetyl) transferases/xylosyltransferases	441	2001-04-06	NA	2016-04-05	2016-10-05	64131	OTTHUMG00000129975	uc002dfa.4	AJ277441	NM_022166	CCDS10569	Q86Y38	11099377|23982343	MGI:2451073	RGD:620093	NA	XYLT1	608124	NA	NA	NA	NA	376942	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.4.2.26	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr20:3559228-3559419	ATRN	NO	chr20:3559228-3559419	chr20	3559228	3559419	chr20	192	*	polyA	ENSG00000088812.13	+	0	0	0	1	0	1	0	exonIntron	chr20:3559228-3559419	ENSG00000088812	ATRN	HGNC:885	ATRN	attractin	protein-coding gene	gene with protein product	Approved	20p13	20p13	DPPT-L|MGCA	mahogany protein	NA	NA	C-type lectin domain containing	1298	1998-10-30	NA	NA	2015-08-26	8455	OTTHUMG00000031746	uc002wim.3	AF034957	NM_139321	CCDS13053|CCDS13054	O75882	9736737|8596018	MGI:1341628	RGD:69063	NA	ATRN	603130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
